Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 15:31:45.208,eb:33:2e:f9:57:b5, 2085-97-161 255:06:00:2039,-0.04,0.003,0.995,-0.122,-0.488,-0.061,0.945,2.241,-129.847
 15:31:45.208,eb:33:2e:f9:57:b5, 2085-97-181 255:03:00:2054,-0.037,0.002,1,-0.305,-0.854,-0.183,0.945,2.241,-129.847
 15:31:45.208,eb:33:2e:f9:57:b5, 2085-97-176 255:03:00:2052,-0.039,0.001,1.002,-0.244,-0.671,-0.183,0.945,2.247,-129.847
 15:31:45.208,eb:33:2e:f9:57:b5, 2085-97-175 255:04:00:2051,-0.039,0.001,1.002,-0.244,-0.488,-0.183,0.945,2.247,-129.847
 15:31:45.238,eb:33:2e:f9:57:b5, 2085-97-176 255:05:00:2050,-0.039,0.002,1.001,-0.183,-0.366,-0.183,0.945,2.252,-129.847
 15:31:45.238,eb:33:2e:f9:57:b5, 2085-97-173 255:03:00:2053,-0.042,0.002,1.002,-0.183,-0.183,-0.183,0.945,2.252,-129.847
 15:31:45.238,eb:33:2e:f9:57:b5, 2085-97-168 255:00:00:2047,-0.045,0.001,1.002,-0.183,-0.122,-0.122,0.945,2.258,-129.853
 15:31:45.238,eb:33:2e:f9:57:b5, 2085-97-160 255:01:00:2042,-0.052,0,0.999,-0.183,-0.305,-0.061,0.945,2.258,-129.853
 15:31:45.268,eb:33:2e:f9:57:b5, 2085-97-146 255:00:00:2035,-0.048,0,0.996,-0.183,-0.916,0.061,0.945,2.263,-129.853
 15:31:45.268,eb:33:2e:f9:57:b5, 2085-97-165 255:253:255:2047,-0.038,-0.001,0.998,-0.122,-1.892,0,0.945,2.263,-129.853
 15:31:45.268,eb:33:2e:f9:57:b5, 2085-97-193 255:00:00:2065,-0.026,0,1.003,0,-2.197,0.061,0.945,2.274,-129.853
