Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 15:28:16.558,eb:33:2e:f9:57:b5, 2085-97-244 255:237:255:2045,-0.008,-0.009,1,-0.122,0,0.061,0.346,0.994,-129.672
 15:28:16.558,eb:33:2e:f9:57:b5, 2085-97-241 255:238:255:2045,-0.007,-0.009,0.998,-0.061,-0.122,0.122,0.346,0.989,-129.672
 15:28:16.559,eb:33:2e:f9:57:b5, 2085-97-243 255:237:255:2049,-0.005,-0.01,1,-0.061,-0.305,0.183,0.346,0.989,-129.672
 15:28:16.559,eb:33:2e:f9:57:b5, 2085-97-245 255:238:255:2051,-0.004,-0.009,1.001,0,-0.488,0.122,0.346,0.989,-129.672
 15:28:16.610,eb:33:2e:f9:57:b5, 2085-97-247 255:235:255:2054,-0.005,-0.01,1.002,0,-0.61,0.122,0.346,0.989,-129.672
 15:28:16.610,eb:33:2e:f9:57:b5, 2085-97-247 255:239:255:2050,-0.004,-0.01,1.001,0,-0.61,0.061,0.346,0.983,-129.672
 15:28:16.610,eb:33:2e:f9:57:b5, 2085-113-81 00:109:54:076,-0.004,-0.01,1.002,0.061,-0.488,0.061,0.346,0.983,-129.672
 15:28:16.610,eb:33:2e:f9:57:b5, 2085-97-245 255:241:255:2047,-0.007,-0.009,1.001,0.061,-0.427,0.122,0.346,0.983,-129.672
 15:28:16.610,eb:33:2e:f9:57:b5, 2085-97-248 255:238:255:2048,-0.004,-0.007,0.998,0,-0.488,0.122,0.346,0.983,-129.672
 15:28:16.668,eb:33:2e:f9:57:b5, 2085-97-249 255:237:255:2052,-0.003,-0.009,1.001,0.061,-0.488,0.061,0.346,0.978,-129.666
 15:28:16.668,eb:33:2e:f9:57:b5, 2085-97-249 255:236:255:2052,-0.003,-0.009,1.002,0.122,-0.427,0.122,0.346,0.978,-129.666
 15:28:16.668,eb:33:2e:f9:57:b5, 2085-97-250 255:236:255:2052,-0.003,-0.01,1.002,0.183,-0.427,0.244,0.346,0.972,-129.666
 15:28:16.668,eb:33:2e:f9:57:b5, 2085-97-246 255:239:255:2050,-0.005,-0.009,1.001,0.183,-0.427,0.244,0.346,0.972,-129.666
 15:28:16.670,eb:33:2e:f9:57:b5, 2085-97-246 255:237:255:2052,-0.003,-0.009,1,0.244,-0.488,0.244,0.346,0.972,-129.666
 15:28:16.670,eb:33:2e:f9:57:b5, 2085-97-249 255:237:255:2054,-0.003,-0.008,1.003,0.305,-0.427,0.122,0.346,0.972,-129.666
 15:28:16.670,eb:33:2e:f9:57:b5, 2085-97-253 255:237:255:2054,-0.003,-0.009,1.002,0.244,-0.183,0.183,0.346,0.967,-129.666
 15:28:16.670,eb:33:2e:f9:57:b5, 2085-97-251 255:239:255:2051,-0.003,-0.009,1.001,0.366,-0.061,0.183,0.346,0.967,-129.666
 15:28:16.728,eb:33:2e:f9:57:b5, 2085-97-249 255:239:255:2051,-0.003,-0.008,1.001,0.244,0,0.061,0.346,0.961,-129.666
 15:28:16.728,eb:33:2e:f9:57:b5, 2085-97-249 255:242:255:2051,-0.004,-0.008,1.001,0.244,0.061,0,0.346,0.961,-129.666
 15:28:16.728,eb:33:2e:f9:57:b5, 2085-97-250 255:239:255:2050,-0.003,-0.007,1.001,0.183,0.122,0,0.346,0.956,-129.666
 15:28:16.728,eb:33:2e:f9:57:b5, 2085-97-251 255:241:255:2051,-0.002,-0.007,1.001,0.183,0.183,0,0.346,0.956,-129.666
 15:28:16.758,eb:33:2e:f9:57:b5, 2085-97-251 255:240:255:2050,-0.003,-0.007,1.001,0.122,0.305,-0.061,0.346,0.95,-129.661
 15:28:16.758,eb:33:2e:f9:57:b5, 2085-97-250 255:240:255:2050,-0.003,-0.008,1.001,0.122,0.366,0,0.346,0.95,-129.661
 15:28:16.758,eb:33:2e:f9:57:b5, 2085-97-250 255:240:255:2051,-0.004,-0.008,1.001,0.061,0.366,0,0.346,0.945,-129.661
 15:28:16.758,eb:33:2e:f9:57:b5, 2085-97-248 255:239:255:2048,-0.004,-0.009,1.001,0.061,0.305,0,0.346,0.945,-129.661
 15:28:16.788,eb:33:2e:f9:57:b5, 2085-97-248 255:240:255:2050,-0.003,-0.008,1.001,0.061,0.244,0,0.346,0.939,-129.661
 15:28:16.788,eb:33:2e:f9:57:b5, 2085-97-248 255:238:255:2050,-0.004,-0.008,1.001,0.122,0.244,0,0.346,0.939,-129.661
 15:28:16.788,eb:33:2e:f9:57:b5, 2085-97-246 255:239:255:2050,-0.005,-0.007,1.001,0.061,0.244,0,0.346,0.934,-129.661
 15:28:16.788,eb:33:2e:f9:57:b5, 2085-97-248 255:240:255:2050,-0.004,-0.008,1.001,0.061,0.061,-0.061,0.346,0.934,-129.661
 15:28:16.849,eb:33:2e:f9:57:b5, 2085-97-247 255:238:255:2050,-0.004,-0.008,1.001,0.122,0,0,0.346,0.928,-129.661
 15:28:16.849,eb:33:2e:f9:57:b5, 2085-97-249 255:240:255:2050,-0.003,-0.008,1.001,0.183,-0.061,0,0.346,0.928,-129.661
 15:28:16.850,eb:33:2e:f9:57:b5, 2085-97-248 255:239:255:2051,-0.004,-0.008,1.002,0.122,0,0,0.346,0.928,-129.655
 15:28:16.850,eb:33:2e:f9:57:b5, 2085-97-247 255:240:255:2050,-0.004,-0.007,1.001,0.183,0,-0.061,0.346,0.928,-129.655
 15:28:16.878,eb:33:2e:f9:57:b5, 2085-97-248 255:240:255:2049,-0.003,-0.008,1.001,0.183,0,-0.061,0.346,0.923,-129.655
 15:28:16.878,eb:33:2e:f9:57:b5, 2085-97-247 255:236:255:2051,-0.005,-0.008,1.001,0.122,-0.061,-0.122,0.346,0.923,-129.655
 15:28:16.878,eb:33:2e:f9:57:b5, 2085-97-248 255:239:255:2051,-0.003,-0.009,1.001,0.244,-0.061,-0.061,0.346,0.917,-129.655
 15:28:16.878,eb:33:2e:f9:57:b5, 2085-97-252 255:241:255:2052,-0.003,-0.008,1.002,0.183,0,0,0.346,0.917,-129.655
 15:28:16.938,eb:33:2e:f9:57:b5, 2085-97-249 255:239:255:2052,-0.004,-0.008,1.001,0.122,0.183,0,0.346,0.912,-129.655
 15:28:16.938,eb:33:2e:f9:57:b5, 2085-97-242 255:234:255:2048,-0.005,-0.009,1,0.244,0.183,0.061,0.346,0.912,-129.655
 15:28:16.938,eb:33:2e:f9:57:b5, 2085-97-247 255:239:255:2050,-0.002,-0.009,1,0.427,0.061,0.244,0.346,0.906,-129.655
