Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°)
 12:56:39.271,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.048,0.038,0.971,19.348,26.489,-9.46, , , , , , ,3.768,1.901,-77.684
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.019,0,1.189,13.489,29.602,-14.038, , , , , , ,4.345,2.972,-78.157
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.013,0.042,1.068,14.16,31.311,-13.489, , , , , , ,4.411,3.131,-78.217
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.036,0.095,1.062,14.893,30.884,-14.709, , , , , , ,4.482,3.29,-78.283
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.079,0.067,1.056,15.747,31.189,-14.771, , , , , , ,4.554,3.45,-78.344
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.043,0.061,1.07,17.029,30.823,-13.672, , , , , , ,4.636,3.609,-78.404
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.013,0.074,1.022,17.761,30.396,-13.306, , , , , , ,4.719,3.768,-78.453
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.036,0.112,0.988,19.592,26.184,-14.282, , , , , , ,4.807,3.917,-78.519
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.126,0.064,1.049,21.667,23.193,-15.259, , , , , , ,4.911,4.043,-78.585
 12:56:39.272,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.127,0.06,0.982,21.79,15.686,-9.033, , , , , , ,5.867,4.9,-79.107
 12:56:39.273,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.138,0.062,0.977,21.667,14.893,-8.118, , , , , , ,5.971,4.982,-79.146
 12:56:39.273,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.148,0.064,0.969,21.484,14.099,-7.324, , , , , , ,6.075,5.054,-79.178
 12:56:39.273,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.151,0.05,0.962,21.118,13.184,-6.226, , , , , , ,6.18,5.125,-79.206
 12:56:39.273,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.153,0.059,0.956,20.63,12.207,-5.066, , , , , , ,6.284,5.191,-79.228
 12:56:39.273,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.152,0.068,0.939,19.958,11.047,-4.089, , , , , , ,6.383,5.251,-79.244
 12:56:39.273,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.153,0.076,0.926,19.104,9.827,-3.113, , , , , , ,6.476,5.306,-79.261
 12:56:39.276,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.143,0.085,0.917,17.883,8.911,-2.319, , , , , , ,6.57,5.35,-79.272
 12:56:39.276,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.111,0.139,0.622,-46.509,-32.043,3.296, , , , , , ,6.004,4.801,-79.156
 12:56:39.276,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.092,0.14,0.624,-52.368,-35.583,2.991, , , , , , ,5.757,4.625,-79.156
 12:56:39.276,eb:33:2e:f9:57:b5, 2015-01-01 00:41:16.350,-0.061,0.153,0.625,-57.495,-40.649,1.831, , , , , , ,5.477,4.433,-79.173
