Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 14:13:48.196,eb:33:2e:f9:57:b5, 2085-97-102 00:43:00:2030,0.05,0.021,0.99,-0.061,0.366,0.671,-0.209,-2.368,-156.352
 14:13:48.196,eb:33:2e:f9:57:b5, 2085-97-104 00:42:00:2031,0.051,0.021,0.991,0,0.427,0.671,-0.209,-2.362,-156.341
 14:13:48.196,eb:33:2e:f9:57:b5, 2085-97-103 00:42:00:2032,0.049,0.021,0.992,-0.061,0.488,0.671,-0.209,-2.362,-156.335
 14:13:48.196,eb:33:2e:f9:57:b5, 2085-97-102 00:42:00:2027,0.05,0.021,0.991,-0.061,0.549,0.793,-0.209,-2.357,-156.324
 14:13:48.226,eb:33:2e:f9:57:b5, 2085-97-104 00:43:00:2029,0.051,0.021,0.99,-0.122,0.366,0.793,-0.209,-2.351,-156.313
 14:13:48.226,eb:33:2e:f9:57:b5, 2085-97-107 00:45:00:2029,0.05,0.021,0.991,-0.244,0.61,0.732,-0.214,-2.351,-156.302
 14:13:48.226,eb:33:2e:f9:57:b5, 2085-97-103 00:44:00:2028,0.05,0.022,0.988,-0.244,0.305,0.61,-0.214,-2.346,-156.297
 14:13:48.226,eb:33:2e:f9:57:b5, 2085-97-103 00:43:00:2029,0.05,0.021,0.989,-0.183,0.122,0.183,-0.214,-2.346,-156.286
 14:13:48.257,eb:33:2e:f9:57:b5, 2085-97-105 00:43:00:2031,0.052,0.021,0.991,-0.061,0,0,-0.214,-2.346,-156.286
 14:13:48.257,eb:33:2e:f9:57:b5, 2085-97-103 00:43:00:2029,0.05,0.021,0.992,0,0.061,-0.061,-0.214,-2.346,-156.286
 14:13:48.257,eb:33:2e:f9:57:b5, 2085-97-104 00:41:00:2030,0.051,0.021,0.991,0.061,0,0,-0.214,-2.351,-156.286
 14:13:48.257,eb:33:2e:f9:57:b5, 2085-97-103 00:43:00:2031,0.05,0.021,0.991,0,0.061,0.061,-0.214,-2.351,-156.281
 14:13:48.316,eb:33:2e:f9:57:b5, 2085-97-102 00:42:00:2029,0.05,0.021,0.991,0,0.122,0.122,-0.214,-2.351,-156.281
 14:13:48.316,eb:33:2e:f9:57:b5, 2085-97-103 00:44:00:2030,0.051,0.021,0.991,0,0,0.244,-0.214,-2.351,-156.275
 14:13:48.316,eb:33:2e:f9:57:b5, 2085-97-106 00:41:00:2035,0.051,0.02,0.992,0,0.122,0.427,-0.214,-2.351,-156.27
 14:13:48.316,eb:33:2e:f9:57:b5, 2085-97-103 00:42:00:2029,0.049,0.021,0.991,0,0.305,0.427,-0.214,-2.351,-156.259
 14:13:48.347,eb:33:2e:f9:57:b5, 2085-97-100 00:45:00:2028,0.05,0.021,0.991,0.061,0.244,0.305,-0.209,-2.351,-156.259
 14:13:48.347,eb:33:2e:f9:57:b5, 2085-97-101 00:44:00:2029,0.049,0.021,0.991,0.061,0.183,0.366,-0.209,-2.351,-156.248
 14:13:48.347,eb:33:2e:f9:57:b5, 2085-97-105 00:44:00:2031,0.052,0.021,0.99,0,0.061,0.244,-0.209,-2.351,-156.248
 14:13:48.347,eb:33:2e:f9:57:b5, 2085-97-106 00:43:00:2031,0.052,0.021,0.993,0,0.183,0.244,-0.209,-2.351,-156.237
 14:13:48.376,eb:33:2e:f9:57:b5, 2085-97-105 00:42:00:2031,0.051,0.021,0.992,0.061,0.122,0.122,-0.203,-2.351,-156.237
 14:13:48.376,eb:33:2e:f9:57:b5, 2085-97-103 00:44:00:2029,0.049,0.021,0.991,0.183,0.183,0.061,-0.203,-2.351,-156.231
 14:13:48.376,eb:33:2e:f9:57:b5, 2085-97-102 00:45:00:2028,0.05,0.022,0.99,0.183,0,0,-0.198,-2.351,-156.231
 14:13:48.376,eb:33:2e:f9:57:b5, 2085-97-103 00:46:00:2031,0.051,0.021,0.991,0.244,-0.122,-0.244,-0.198,-2.351,-156.231
 14:13:48.466,eb:33:2e:f9:57:b5, 2085-97-106 00:45:00:2031,0.051,0.022,0.992,0.305,-0.305,-0.488,-0.192,-2.357,-156.237
 14:13:48.466,eb:33:2e:f9:57:b5, 2085-97-103 00:45:00:2028,0.051,0.021,0.992,0.305,-0.183,-0.366,-0.192,-2.362,-156.237
 14:13:48.466,eb:33:2e:f9:57:b5, 2085-97-102 00:47:00:2024,0.051,0.022,0.99,0.244,-0.488,-0.61,-0.187,-2.368,-156.242
 14:13:48.466,eb:33:2e:f9:57:b5, 2085-97-105 00:47:00:2030,0.051,0.023,0.989,0.183,-0.916,-0.977,-0.181,-2.373,-106.584
 14:13:48.468,eb:33:2e:f9:57:b5, 2085-97-105 00:43:00:2032,0.051,0.022,0.991,0.122,-0.916,-1.099,-0.181,-2.373,-106.584
 14:13:48.468,eb:33:2e:f9:57:b5, 2085-97-104 00:44:00:2030,0.05,0.021,0.991,0.061,-0.854,-0.916,-0.181,-2.373,-106.584
 14:13:48.468,eb:33:2e:f9:57:b5, 2085-97-103 00:45:00:2028,0.049,0.022,0.991,0,-0.793,-0.916,0.352,-2.889,-106.381
 14:13:48.468,eb:33:2e:f9:57:b5, 2085-97-103 00:43:00:2030,0.051,0.021,0.99,0,-0.732,-0.732,0.341,-2.889,-106.364
 14:13:48.497,eb:33:2e:f9:57:b5, 2085-97-106 00:43:00:2031,0.051,0.021,0.992,-0.061,-0.549,-0.671,0.461,-2.906,-106.298
 14:13:48.497,eb:33:2e:f9:57:b5, 2085-97-104 00:43:00:2032,0.052,0.021,0.991,-0.061,-0.427,-0.488,0.456,-2.906,-106.282
 14:13:48.497,eb:33:2e:f9:57:b5, 2085-97-107 00:43:00:2034,0.052,0.02,0.992,-0.061,-0.305,-0.244,0.483,-2.922,-106.271
 14:13:48.497,eb:33:2e:f9:57:b5, 2085-97-106 00:46:00:2032,0.052,0.022,0.993,0,-0.061,-0.122,0.483,-2.922,-106.26
 14:13:48.556,eb:33:2e:f9:57:b5, 2085-97-107 00:44:00:2032,0.052,0.021,0.992,0,0,-0.061,0.494,-2.939,-106.26
 14:13:48.556,eb:33:2e:f9:57:b5, 2085-97-107 00:44:00:2031,0.053,0.022,0.992,0,0.061,-0.061,0.494,-2.939,-106.249
 14:13:48.556,eb:33:2e:f9:57:b5, 2085-97-107 00:45:00:2030,0.052,0.022,0.992,-0.061,0.244,0,0.505,-2.955,-106.249
 14:13:48.556,eb:33:2e:f9:57:b5, 2085-97-106 00:44:00:2032,0.052,0.021,0.991,-0.061,0.183,0.061,0.505,-2.955,-106.238
