Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 14:21:20.689,eb:33:2e:f9:57:b5, 2085-97-104 08:93:04:7349,0.971,0.292,3.385,-689.514,-286.011,-72.937,37.584,33.964,-146.343
 14:21:20.690,eb:33:2e:f9:57:b5, 2085-97-129 07:133:05:8037,0.911,0.677,3.755,-663.513,-360.901,-30.579,29.564,31.459,-148.865
 14:21:20.690,eb:33:2e:f9:57:b5, 2085-97-08 07:202:05:8579,0.871,0.67,4.094,-637.939,-385.315,26.306,22.297,27.999,-150.628
 14:21:20.691,eb:33:2e:f9:57:b5, 2085-97-105 07:213:08:8721,0.965,0.873,4.25,-601.685,-357.91,84.778,15.793,24.258,-151.276
 14:21:20.806,eb:33:2e:f9:57:b5, 2085-97-86 07:32:13:7293,0.891,1.36,4.066,-541.016,-339.355,124.817,10.201,20.671,-150.903
 14:21:20.806,eb:33:2e:f9:57:b5, 2085-97-13 07:120:17:6874,0.805,1.911,3.338,-454.102,-407.166,133.179,5.438,16.793,-150.002
 14:21:20.806,eb:33:2e:f9:57:b5, 2085-97-107 05:172:19:7154,0.559,2.361,3.418,-377.808,-489.746,125.854,1.544,12.2,-148.859
 14:21:20.806,eb:33:2e:f9:57:b5, 2085-97-92 03:58:20:8274,0.237,2.491,3.711,-332.336,-544.678,114.502,-1.879,6.954,-147.541
 14:21:20.808,eb:33:2e:f9:57:b5, 2085-97-00 00:140:22:9746,-0.261,2.635,4.41,-322.144,-531.006,116.333,-5.12,1.664,-145.959
 14:21:20.808,eb:33:2e:f9:57:b5, 2085-97-91 251:121:26:10765,-0.902,3.051,5.069,-324.89,-508.484,133.728,-8.58,-3.323,-143.987
 14:21:20.808,eb:33:2e:f9:57:b5, 2085-97-54 246:193:31:11311,-1.551,3.616,5.396,-310.425,-486.023,155.823,-12.189,-7.894,-141.526
 14:21:20.808,eb:33:2e:f9:57:b5, 2085-97-124 241:98:39:11626,-2.012,4.398,5.615,-271.24,-393.188,171.753,-15.826,-11.755,-138.669
 14:21:20.810,eb:33:2e:f9:57:b5, 2085-97-13 240:190:50:9992,-1.771,5.643,5.469,-222.046,-159.119,154.907,-19.039,-13.892,-136.082
 14:21:20.810,eb:33:2e:f9:57:b5, 2085-97-89 245:152:58:7577,-0.79,6.976,4.247,-172.119,20.02,80.933,-21.429,-13.931,-134.714
 14:21:20.810,eb:33:2e:f9:57:b5, 2085-97-119 253:245:58:4663,-0.064,7.415,3.067,-150.513,116.455,-30.396,-22.972,-13.14,-134.83
 14:21:20.810,eb:33:2e:f9:57:b5, 2085-97-22 255:226:55:2107,-0.5,7.265,1.515,-129.944,114.014,-151.794,-23.978,-12.404,-136.313
 14:21:20.812,eb:33:2e:f9:57:b5, 2085-97-25 247:05:46:2919,-1.733,6.461,1.019,-57.129,-14.038,-231.75,-24.329,-12.832,-138.428
 14:21:20.812,eb:33:2e:f9:57:b5, 2085-97-59 239:43:32:5273,-2.192,4.917,2.027,62.256,-99.67,-220.52,-23.692,-14.48,-140.323
 14:21:20.812,eb:33:2e:f9:57:b5, 2085-97-243 238:214:18:6133,-1.888,3.038,3.083,166.138,-18.066,-133.24,-21.995,-15.886,-141.724
 14:21:20.812,eb:33:2e:f9:57:b5, 2085-97-138 232:145:02:21677,-3.755,1.926,2.507,351.196,116.821,-52.734,-19.484,-15.568,-142.767
 14:21:20.988,eb:33:2e:f9:57:b5, 2085-97-207 02:135:45:18122,3.164,7.311,-0.738,822.632,170.593,231.934,-12.931,-12.87,-142.526
 14:21:20.988,eb:33:2e:f9:57:b5, 2085-97-228 12:91:48:7254,1.819,4.432,4.563,572.937,654.602,-14.465,-5.801,-7.888,-141.218
 14:21:20.988,eb:33:2e:f9:57:b5, 2085-97-102 254:239:32:-8777,-1.957,-1.714,5.68,254.028,-68.237,-48.34,-2.582,-4.109,-143.13
 14:21:20.988,eb:33:2e:f9:57:b5, 2085-97-77 245:118:250:1644,0.23,-0.701,-0.393,94.91,-373.596,-128.052,-1.697,-3.587,-143.871
 14:21:20.991,eb:33:2e:f9:57:b5, 2085-97-114 254:14:00:1752,0.344,-0.569,2.015,54.932,178.284,-6.653,-1.038,-4.241,-144.212
 14:21:20.991,eb:33:2e:f9:57:b5, 2085-97-178 03:88:252:3550,0.505,1.908,-0.345,27.039,-203.247,-51.147,-0.681,-3.807,-144.124
