Acceleration X(g)_mean,Acceleration X(g)_std,Acceleration X(g)_var,Acceleration X(g)_rms,Acceleration X(g)_sma,Acceleration X(g)_freq_dom,Acceleration X(g)_spec_entropy,Acceleration Y(g)_mean,Acceleration Y(g)_std,Acceleration Y(g)_var,Acceleration Y(g)_rms,Acceleration Y(g)_sma,Acceleration Y(g)_freq_dom,Acceleration Y(g)_spec_entropy,Acceleration Z(g)_mean,Acceleration Z(g)_std,Acceleration Z(g)_var,Acceleration Z(g)_rms,Acceleration Z(g)_sma,Acceleration Z(g)_freq_dom,Acceleration Z(g)_spec_entropy,Angular velocity X(°/s)_mean,Angular velocity X(°/s)_std,Angular velocity X(°/s)_var,Angular velocity X(°/s)_rms,Angular velocity X(°/s)_sma,Angular velocity X(°/s)_freq_dom,Angular velocity X(°/s)_spec_entropy,Angular velocity Y(°/s)_mean,Angular velocity Y(°/s)_std,Angular velocity Y(°/s)_var,Angular velocity Y(°/s)_rms,Angular velocity Y(°/s)_sma,Angular velocity Y(°/s)_freq_dom,Angular velocity Y(°/s)_spec_entropy,Angular velocity Z(°/s)_mean,Angular velocity Z(°/s)_std,Angular velocity Z(°/s)_var,Angular velocity Z(°/s)_rms,Angular velocity Z(°/s)_sma,Angular velocity Z(°/s)_freq_dom,Angular velocity Z(°/s)_spec_entropy,Clase,Sujeto
0.0016459839135751,0.0008191080361334,6.709379748584709e-07,0.0018385323001259,0.0016464403581107,5.859375,2.4985651130555504,0.0198379456353417,0.0010945626551191,1.198067405981388e-06,0.0198681190462699,0.0198379456353417,0.390625,1.6164843375248517,0.9969712955648636,0.000883581965473,7.807170897091505e-07,0.996971687109204,0.9969712955648636,5.859375,2.74994635516237,-0.1328027348002386,0.2660806191499691,0.0707988958872309,0.2973810052065421,0.2200803880664799,0.390625,1.6750487510687304,-0.0770416928277131,0.116662932996267,0.0136102399352914,0.1398058023440057,0.1059010001043876,5.859375,2.3851224258589485,0.1244971564245546,0.1163658271728012,0.0135410057336102,0.1704128741950275,0.131464945716329,0.390625,1.9824017263087077,Quieto,S01
0.0018381163595081,0.0007564139875772,5.721621206024484e-07,0.0019876704635562,0.0018381163595081,4.296875,3.020161977598383,0.0187378445239845,0.0013772430909215,1.8967985314910757e-06,0.0187883904562501,0.0187378445239845,0.390625,1.7088205603343471,0.99693900141973,0.0008665090408644,7.508379178998544e-07,0.9969393779913032,0.99693900141973,3.515625,2.756355103112094,-0.1284381209269616,0.2633260269677593,0.0693405964786251,0.2929794316771639,0.2135504993247705,0.390625,1.5679940304218047,-0.0311114766109513,0.1298617156977747,0.0168640652039696,0.1335364713510262,0.1000724845276168,0.390625,2.592533485852391,0.1140585591798774,0.1103780926264723,0.0121833233318581,0.1587220156564542,0.1210263484716518,0.390625,2.423193164265516,Quieto,S01
0.0017164550089659,0.0007209743576308,5.198040243612179e-07,0.0018617254959218,0.0017170959916126,4.296875,2.583439059323599,0.0187629542870645,0.0011923954349815,1.421806873364897e-06,0.0188008047820256,0.0187629542870645,0.390625,2.082990022663053,0.9968298361020028,0.0008777868997006,7.705098412860147e-07,0.996830222582054,0.9968298361020028,4.6875,2.757493306926499,-0.0398242163140604,0.1813636759302491,0.0328927829469324,0.1856845474237464,0.141655215992004,0.390625,1.9365027232670424,-0.0215504923590923,0.1020360767498162,0.0104113609584944,0.1042870302550307,0.0848338907075175,4.296875,2.514798881007652,0.1539758376949032,0.1079990322393304,0.0116637909646319,0.1880753826487643,0.1566775010846055,0.390625,2.172327003631112,Quieto,S01
0.0015290248984094,0.0006930229884453,4.802808625137101e-07,0.0016787489396779,0.0015320529595907,6.25,2.896375457817878,0.0186051357975337,0.0012053636784018,1.452901597210397e-06,0.0186441406249224,0.0186051357975337,0.390625,2.10133375979021,0.9968268049097596,0.001029959836421,1.0608172646405213e-06,0.9968273370066978,0.9968268049097596,4.6875,2.34013503982446,-0.1510171086315866,0.14709857594611,0.0216379910453734,0.2108178316576136,0.17396393887036,4.6875,2.239160547569906,-0.05113560222284,0.0848994786145398,0.0072079214690207,0.0991098949838674,0.0765364740632812,1.5625,2.72955731047508,0.0980471213532921,0.0910303258316752,0.0082865202210209,0.1337899780502566,0.1020622642837538,0.390625,2.511613917148466,Quieto,S01
0.0017070294909283,0.0007430558804269,5.521320414371218e-07,0.001861741583662,0.0017094165694629,5.078125,2.651947749452364,0.0176912803256054,0.0006901764254409,4.7634349823442645e-07,0.0177047378703382,0.0176912803256054,0.390625,2.675444363198715,0.996859371980152,0.0009665671936797,9.342521398980068e-07,0.9968598405778032,0.996859371980152,4.6875,2.651744652093305,-0.0869385174393607,0.134156421361306,0.0179979453924722,0.1598632265626661,0.1189755260716421,0.390625,2.1768012686694957,-0.0504583504518733,0.0754255030348859,0.0056890065080655,0.0907471852918296,0.0660116784140713,5.078125,2.647300289692576,0.1193834439812066,0.078763071993896,0.0062036215099156,0.1430245720382675,0.120696923521966,0.78125,2.24666501598484,Quieto,S01
0.0017085151779364,0.0008362934428644,6.993867225780468e-07,0.0019022120901248,0.0017565707566665,4.6875,2.8391520189524764,0.0176858755971081,0.0007042005309671,4.958983878143554e-07,0.0176998896613566,0.0176858755971081,4.6875,2.571962456300891,0.9969824283551608,0.0009408750355861,8.852458325891694e-07,0.9969828723176672,0.9969824283551608,5.078125,2.6354188672395704,0.0082700681027839,0.1433716619863707,0.0205554334607341,0.1436099839396928,0.1093952294246051,0.390625,2.2740389828681398,0.0082448102950381,0.135876860521302,0.0184625212251253,0.1361267722453101,0.0903295726825684,0.390625,2.1399980982758446,0.1195910081389601,0.0861645249792601,0.0074243253649015,0.1473985569556038,0.1252816429312217,1.5625,2.4449314521247523,Quieto,S01
0.0014961061091721,0.0010832190451065,1.1733634996815592e-06,0.0018470779598012,0.0016342279246812,5.46875,2.490606729422629,0.0199280394133295,0.0026795674868657,7.180081916668031e-06,0.0201073826435934,0.0199280394133295,0.390625,1.5021049804676536,0.9969638275749536,0.0011305590890989,1.2781638539442464e-06,0.9969644686029464,0.9969638275749536,5.078125,2.6763125728654185,0.2164609124690245,0.3104590968924235,0.0963848508432592,0.3784708409774548,0.2877365610409018,0.390625,2.048785282022428,-0.0293929270567575,0.228094022545246,0.0520268831208712,0.2299800584438465,0.1644668029344963,0.78125,2.0501271751487247,0.2577752303927108,0.2539583914872658,0.0644948646067993,0.3618603791669025,0.2634658651849723,0.390625,1.6134332773945503,Quieto,S01
0.0012740712638078,0.0011895207101221,1.4149595198095456e-06,0.0017430482222446,0.0014076672529413,4.6875,2.618985936684227,0.0233944942638346,0.0019630920135309,3.853730253589063e-06,0.0234767138269856,0.0233944942638346,0.390625,1.832338147274728,0.9967247472624422,0.0012486120047979,1.5590319385256706e-06,0.996725529339606,0.9967247472624422,4.6875,2.5309501758992567,0.1810025555244283,0.3507243782845488,0.1230075895230833,0.394676468299615,0.3140281821445649,0.390625,2.247498018095871,-0.0824756136396749,0.2134543717962033,0.0455627688389117,0.2288339915400523,0.173037603692656,0.390625,2.5589402911316403,0.2741381450116711,0.241002489216397,0.0580821998084995,0.365012222204873,0.2781621767609747,0.390625,1.841658877377412,Quieto,S01
0.0016394755448107,0.0011736620350705,1.377482572565877e-06,0.0020162744442655,0.0016830052971652,4.296875,2.739038382980944,0.0237364566586393,0.0013328453253159,1.776476661216568e-06,0.0237738480555563,0.0237364566586393,0.390625,2.1523025600183803,0.9967812039740376,0.0012765133048376,1.6294862174276416e-06,0.9967820213477716,0.9967812039740376,5.078125,2.561854928526276,-0.0960759902589031,0.2377231550761753,0.0565122984593713,0.2564037721321591,0.2153149646643217,0.390625,2.237748007183497,-0.0876986433325611,0.1787606509542564,0.0319553703295895,0.1991140938556617,0.1520148321606125,4.296875,2.624438594091271,0.1282731075322651,0.0932056800084547,0.0086872987858384,0.1585600482524602,0.135995253262389,1.171875,2.412980078621283,Quieto,S01
0.0024742917129948,0.0011344749641057,1.2870334441827375e-06,0.0027219759229606,0.0024851668323444,3.90625,3.065464993766293,0.022284192032912,0.0013520896172784,1.8281463331521853e-06,0.0223251732556066,0.022284192032912,4.6875,2.931527021170268,0.9968389348530496,0.0012423995898925,1.5435567409652255e-06,0.9968397090784974,0.9968389348530496,5.46875,2.081649501114196,-0.234713220527667,0.2461328072961221,0.0605813588274699,0.3401053582611412,0.2851865366680793,0.390625,2.116378074999909,-0.0911439505760311,0.2355275979462733,0.0554732493943413,0.2525479541016862,0.1944597254960183,1.5625,2.721065100526568,0.1103392629972516,0.1495644184567834,0.0223695152683158,0.1858608840694902,0.1604556836666091,0.390625,2.634140208999027,Quieto,S01
