Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°)
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,0,0.993,0.061,-0.061,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.006,-0.001,0.992,0,-0.061,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,-0.002,0.993,0,-0.183,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.002,0.994,-0.061,-0.183,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.003,0.996,-0.061,-0.122,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.007,-0.003,0.995,0,-0.122,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.006,-0.002,0.993,0,-0.122,-0.061, , , , , , ,0.016,0.439,-115.955
 09:16:30.537,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.003,0.993,0,-0.244,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.002,-0.003,0.996,0,-0.305,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.001,-0.004,0.998,0.061,-0.122,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.002,-0.004,0.998,0.061,0,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.003,-0.003,0.997,0.122,0.061,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.003,-0.002,0.996,0.183,0.061,0.061, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.002,-0.003,0.996,0.244,0.061,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.003,0.996,0.183,0.183,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.582,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,-0.002,0.994,0.183,0.183,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.006,-0.001,0.993,0.122,0.122,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,-0.001,0.993,0.122,0.061,0, , , , , , ,0.016,0.439,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.002,0.994,0.061,0,0, , , , , , ,0.011,0.434,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.002,0.994,0.061,0,0, , , , , , ,0.011,0.434,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,0,0.993,0,0,0, , , , , , ,0.016,0.434,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,-0.001,0.993,0,0,0, , , , , , ,0.016,0.434,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.003,0.994,-0.122,0,0, , , , , , ,0.011,0.434,-115.955
 09:16:30.628,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.003,-0.003,0.994,-0.061,0,0, , , , , , ,0.011,0.434,-115.955
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,-0.002,0.995,-0.061,0,0, , , , , , ,0.011,0.434,-115.955
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.005,-0.001,0.995,-0.122,0,0, , , , , , ,0.011,0.434,-115.955
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.006,-0.002,0.995,-0.122,0,0, , , , , , ,0.011,0.434,-115.961
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.006,-0.003,0.995,-0.061,0,0, , , , , , ,0.011,0.434,-115.961
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.004,-0.002,0.995,-0.061,-0.061,0, , , , , , ,0.011,0.434,-115.961
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,-0.003,-0.003,0.997,-0.061,0,0, , , , , , ,0.011,0.434,-115.961
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,0.002,-0.004,0.999,0,0,-0.061, , , , , , ,0.011,0.434,-115.961
 09:16:30.673,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.315,0.005,-0.003,1.003,0.122,0.305,-0.061, , , , , , ,0.011,0.434,-115.961
 09:16:30.717,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.605,-0.005,-0.005,1.004,0.427,0.732,-0.061, , , , , , ,0.011,0.434,-115.961
 09:16:30.717,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.605,-0.012,-0.004,0.996,0.427,0.793,0, , , , , , ,0.011,0.434,-115.961
 09:16:30.717,eb:33:2e:f9:57:b5, 2015-01-01 00:09:01.605,-0.012,-0.002,0.991,0.366,0.427,-0.061, , , , , , ,0.011,0.434,-115.961
