Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 15:38:31.488,eb:33:2e:f9:57:b5, 2085-97-111 01:192:00:2583,0.195,0.073,1.239,87.83,-3.906,-50.293,9.338,-2.005,-123.074
 15:38:31.488,eb:33:2e:f9:57:b5, 2085-97-173 01:169:00:2708,0.235,0.093,1.298,94.482,-10.193,-62.195,10.272,-1.983,-123.646
 15:38:31.488,eb:33:2e:f9:57:b5, 2085-97-59 02:230:00:2731,0.319,0.088,1.341,102.295,-13.55,-71.838,11.283,-1.978,-124.332
 15:38:31.488,eb:33:2e:f9:57:b5, 2085-97-208 02:16:01:2817,0.357,0.137,1.334,112.061,-14.526,-77.515,12.387,-1.967,-125.107
 15:38:31.490,eb:33:2e:f9:57:b5, 2085-97-156 02:88:00:3003,0.304,0.077,1.42,127.197,0.732,-72.205,13.607,-1.873,-125.87
 15:38:31.490,eb:33:2e:f9:57:b5, 2085-97-215 01:211:255:3152,0.227,0.017,1.501,145.996,28.137,-52.795,14.996,-1.582,-126.436
 15:38:31.490,eb:33:2e:f9:57:b5, 2085-97-124 02:32:00:3175,0.346,-0.03,1.531,172.18,46.082,-25.452,16.6,-1.077,-126.678
 15:38:31.490,eb:33:2e:f9:57:b5, 2085-97-80 03:12:00:3445,0.415,-0.013,1.643,201.66,53.955,-8.789,18.479,-0.571,-126.705
 15:38:31.578,eb:33:2e:f9:57:b5, 2085-97-202 02:55:255:3663,0.394,-0.035,1.733,237.366,90.027,16.052,20.693,0.093,-126.409
 15:38:31.578,eb:33:2e:f9:57:b5, 2085-97-113 03:71:255:3701,0.444,-0.072,1.763,276.794,115.906,29.419,23.302,0.989,-125.755
 15:38:31.578,eb:33:2e:f9:57:b5, 2085-97-62 03:225:254:4078,0.319,-0.121,1.894,309.387,123.779,17.517,26.268,1.989,-125.041
 15:38:31.578,eb:33:2e:f9:57:b5, 2085-97-80 02:196:254:4151,0.271,-0.146,2.001,331.787,113.22,-23.865,29.531,3.082,-124.481
 15:38:31.580,eb:33:2e:f9:57:b5, 2085-97-32 02:191:01:4536,0.152,-0.008,2.141,345.154,92.407,-75.256,32.926,4.197,-124.442
 15:38:31.580,eb:33:2e:f9:57:b5, 2085-97-21 00:233:05:4905,-0.03,0.453,2.35,349.426,97.595,-101.135,36.398,5.482,-124.662
 15:38:31.580,eb:33:2e:f9:57:b5, 2085-97-101 00:26:06:4421,0.177,0.827,2.313,339.844,98.45,-115.54,39.814,6.976,-124.865
 15:38:31.580,eb:33:2e:f9:57:b5, 2085-97-196 00:94:03:3945,0.111,0.506,1.979,339.417,93.689,-103.271,43.176,8.41,-125.074
 15:38:31.609,eb:33:2e:f9:57:b5, 2085-97-118 00:159:255:3947,-0.02,0.188,1.844,344.421,109.802,-75.867,46.609,9.783,-124.937
 15:38:31.609,eb:33:2e:f9:57:b5, 2085-97-193 00:243:02:3743,0.283,0.089,1.903,340.21,162.598,-46.997,50.18,11.151,-124.31
 15:38:31.609,eb:33:2e:f9:57:b5, 2085-97-159 02:144:00:4335,0.376,0.328,2.006,303.528,173.462,-36.987,53.619,12.469,-123.223
 15:38:31.609,eb:33:2e:f9:57:b5, 2085-97-103 03:93:252:3126,0.49,-0.176,1.849,265.32,207.947,-28.015,56.777,13.898,-121.729
 15:38:31.669,eb:33:2e:f9:57:b5, 2085-97-109 04:58:248:1259,0.657,-0.739,1.103,229.797,165.771,-30.334,59.612,15.084,-120.262
 15:38:31.669,eb:33:2e:f9:57:b5, 2085-97-63 06:87:247:828,-0.48,-1.068,0.344,196.106,143.372,-66.65,62.012,16.216,-119.147
 15:38:31.669,eb:33:2e:f9:57:b5, 2085-97-53 252:130:254:-2541,0.712,0.04,-0.232,192.81,157.043,-85.999,64.479,17.677,-117.856
 15:38:31.669,eb:33:2e:f9:57:b5, 2085-97-174 00:181:251:-837,-0.26,-0.184,-0.737,69.58,-32.593,-32.959,65.781,18.182,-117.905
 15:38:31.729,eb:33:2e:f9:57:b5, 2085-97-81 00:246:249:110,0.231,-0.699,-0.418,-43.152,-81.726,15.442,65.649,18.083,-118.422
 15:38:31.729,eb:33:2e:f9:57:b5, 2085-97-59 01:139:249:1473,0.115,-0.81,0.469,-121.033,-56.396,52.49,64.572,17.413,-118.965
 15:38:31.729,eb:33:2e:f9:57:b5, 2085-97-116 01:145:250:1672,0.278,-0.75,0.791,-146.79,-34.546,58.167,63.149,16.727,-119.059
 15:38:31.729,eb:33:2e:f9:57:b5, 2085-97-139 02:247:250:1189,0.291,-0.643,0.735,-149.658,-22.461,53.406,61.655,16.1,-119.07
 15:38:31.730,eb:33:2e:f9:57:b5, 2085-97-58 02:179:251:709,0.298,-0.596,0.438,-147.766,-17.395,49.561,60.183,15.557,-118.971
 15:38:31.730,eb:33:2e:f9:57:b5, 2085-97-108 02:182:252:760,0.279,-0.472,0.348,-151.306,-27.649,43.152,58.705,15.035,-118.943
 15:38:31.730,eb:33:2e:f9:57:b5, 2085-97-18 02:130:253:636,0.262,-0.356,0.354,-167.786,-21.851,34.424,57.101,14.573,-118.943
 15:38:31.730,eb:33:2e:f9:57:b5, 2085-97-31 02:218:253:451,0.278,-0.283,0.263,-196.96,-24.414,23.865,55.261,14.211,-118.976
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-90 02:15:254:523,0.301,-0.256,0.196,-230.896,-32.837,14.221,53.058,13.892,-119.103
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-113 02:123:254:861,0.318,-0.215,0.331,-258.362,-41.87,1.953,50.532,13.596,-119.361
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-135 02:205:254:1143,0.301,-0.162,0.499,-273.193,-50.354,-10.681,47.747,13.315,-119.762
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-59 02:185:254:1245,0.258,-0.146,0.587,-279.114,-56.091,-16.418,44.863,13.052,-120.262
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-214 01:195:254:1494,0.179,-0.167,0.643,-281.738,-66.833,-14.893,41.918,12.706,-120.822
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-73 01:137:254:1513,0.2,-0.169,0.776,-283.752,-70.007,-9.277,38.974,12.25,-121.36
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-225 01:197:254:1778,0.249,-0.173,0.817,-287.659,-84.167,-1.587,35.991,11.64,-121.904
 15:38:31.879,eb:33:2e:f9:57:b5, 2085-97-38 02:193:255:1957,0.286,-0.1,0.921,-292.419,-91.553,5.371,32.992,10.909,-122.388
 15:38:31.885,eb:33:2e:f9:57:b5, 2085-97-165 02:140:00:2305,0.337,0.013,1.067,-293.03,-100.037,12.451,29.96,10.025,-122.827
 15:38:31.885,eb:33:2e:f9:57:b5, 2085-97-170 02:79:01:2489,0.327,0.112,1.189,-291.199,-102.905,16.113,26.977,9.058,-123.184
 15:38:31.885,eb:33:2e:f9:57:b5, 2085-97-176 02:172:01:2686,0.354,0.195,1.268,-286.194,-111.938,20.264,24.027,7.998,-123.486
 15:38:31.885,eb:33:2e:f9:57:b5, 2085-97-217 02:187:01:2858,0.344,0.213,1.354,-281.189,-120.117,24.292,21.165,6.833,-123.728
 15:38:31.938,eb:33:2e:f9:57:b5, 2085-97-179 02:182:01:3003,0.343,0.215,1.428,-276.855,-127.808,29.358,18.342,5.565,-123.887
 15:38:31.938,eb:33:2e:f9:57:b5, 2085-97-206 02:189:01:3193,0.334,0.215,1.512,-271.423,-137.39,34.79,15.595,4.197,-123.964
 15:38:31.938,eb:33:2e:f9:57:b5, 2085-97-211 02:208:01:3367,0.34,0.212,1.626,-263.977,-143.188,40.649,12.903,2.725,-123.942
 15:38:31.938,eb:33:2e:f9:57:b5, 2085-97-107 02:211:01:3438,0.28,0.229,1.669,-254.822,-149.658,46.021,10.322,1.203,-123.805
 15:38:31.938,eb:33:2e:f9:57:b5, 2085-113-58 00:45:226:-6120,0.262,0.23,1.707,-245.239,-163.086,52.124,7.811,-0.428,-123.558
 15:38:31.941,eb:33:2e:f9:57:b5, 2085-97-244 01:215:01:3595,0.222,0.225,1.736,-241.333,-168.945,56.396,6.597,-1.291,-123.387
 15:38:31.941,eb:33:2e:f9:57:b5, 2085-97-205 01:219:01:3786,0.23,0.225,1.797,-237.793,-182.739,64.087,4.191,-3.104,-122.948
 15:38:31.941,eb:33:2e:f9:57:b5, 2085-97-05 02:102:02:4063,0.294,0.255,1.905,-240.112,-193.97,69.519,1.747,-5.037,-122.366
 15:38:31.941,eb:33:2e:f9:57:b5, 2085-97-111 02:154:03:4316,0.272,0.367,2.069,-245.178,-193.848,73.425,-0.747,-6.998,-121.652
 15:38:32.028,eb:33:2e:f9:57:b5, 2085-97-19 02:34:05:4246,0.275,0.543,2.09,-248.352,-191.895,68.726,-3.345,-8.888,-120.85
 15:38:32.028,eb:33:2e:f9:57:b5, 2085-97-90 02:179:06:4279,0.277,0.749,2.064,-245.361,-201.111,58.472,-5.949,-10.794,-120.042
 15:38:32.028,eb:33:2e:f9:57:b5, 2085-97-210 01:179:07:4325,0.126,0.907,2.121,-235.718,-202.332,46.875,-8.531,-12.744,-119.24
 15:38:32.028,eb:33:2e:f9:57:b5, 2085-97-255 255:56:08:4175,-0.114,1,2.085,-219.727,-204.407,35.583,-10.986,-14.672,-118.471
 15:38:32.032,eb:33:2e:f9:57:b5, 2085-97-106 254:59:09:4100,-0.281,1.083,1.993,-196.533,-224.609,24.109,-13.288,-16.71,-117.691
 15:38:32.032,eb:33:2e:f9:57:b5, 2085-97-124 252:13:10:4211,-0.503,1.205,1.992,-174.744,-231.262,21.545,-15.381,-18.896,-116.878
 15:38:32.032,eb:33:2e:f9:57:b5, 2085-97-229 251:103:13:4096,-0.748,1.411,2.074,-145.935,-209.839,41.87,-17.32,-20.929,-115.873
 15:38:32.032,eb:33:2e:f9:57:b5, 2085-97-221 245:62:18:3062,-1.645,1.981,1.841,-119.202,-148.254,58.289,-19.045,-22.467,-114.758
 15:38:32.088,eb:33:2e:f9:57:b5, 2085-97-16 243:126:23:3280,-1.318,2.69,1.231,-69.275,-203.735,73.486,-20.5,-23.747,-113.423
 15:38:32.088,eb:33:2e:f9:57:b5, 2085-97-206 247:228:22:5411,-0.864,2.997,2.265,-12.39,-186.157,53.101,-21.511,-25.532,-111.896
 15:38:32.088,eb:33:2e:f9:57:b5, 2085-97-214 250:122:18:4593,-0.493,2.587,2.509,39.368,-34.363,6.531,-21.643,-26.351,-111.204
 15:38:32.088,eb:33:2e:f9:57:b5, 2085-97-98 252:99:15:3522,-0.388,2.121,2.044,71.167,85.144,-21.423,-20.951,-26.115,-111.429
 15:38:32.149,eb:33:2e:f9:57:b5, 2085-97-156 253:251:12:2790,-0.261,1.765,1.54,81.421,144.409,-38.696,-19.819,-25.082,-112.236
 15:38:32.149,eb:33:2e:f9:57:b5, 2085-97-83 254:29:11:2145,0.221,1.5,1.208,86.67,149.902,-39.856,-18.578,-23.763,-113.203
 15:38:32.149,eb:33:2e:f9:57:b5, 2085-97-128 04:28:01:6985,0.708,1.193,1.305,127.625,-14.648,-125.183,-17.238,-22.989,-114.153
