Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 15:35:52.990,eb:33:2e:f9:57:b5, 2085-97-101 00:26:00:2052,0.049,0.012,1.003,0.122,0,1.221,0.621,-1.967,-123.712
 15:35:52.990,eb:33:2e:f9:57:b5, 2085-97-100 00:30:00:2050,0.048,0.013,1.002,0,0,0.916,0.621,-1.967,-123.701
 15:35:52.990,eb:33:2e:f9:57:b5, 2085-97-96 00:25:00:2050,0.046,0.013,1.001,-0.122,0,0.61,0.637,-2.043,-123.712
 15:35:52.990,eb:33:2e:f9:57:b5, 2085-97-93 00:21:00:2048,0.046,0.011,1,-0.183,0.061,0.732,0.637,-2.043,-123.701
 15:35:53.053,eb:33:2e:f9:57:b5, 2085-97-96 00:23:00:2052,0.046,0.012,1,-0.122,0,1.038,0.648,-2.115,-123.706
 15:35:53.053,eb:33:2e:f9:57:b5, 2085-97-97 00:24:00:2054,0.047,0.012,1.001,-0.122,0,1.16,0.648,-2.115,-123.695
 15:35:53.053,eb:33:2e:f9:57:b5, 2085-97-100 00:22:00:2058,0.05,0.011,1.003,0,-0.061,1.221,0.659,-2.175,-123.695
 15:35:53.053,eb:33:2e:f9:57:b5, 2085-97-103 00:24:00:2058,0.05,0.011,1.005,0.122,0.122,1.343,0.659,-2.175,-123.684
 15:35:53.053,eb:33:2e:f9:57:b5, 2085-97-103 00:23:00:2057,0.049,0.012,1.004,0.183,0.122,1.099,0.676,-2.236,-123.684
 15:35:53.053,eb:33:2e:f9:57:b5, 2085-97-98 00:24:00:2051,0.049,0.012,1.003,0.244,0.366,1.16,0.681,-2.23,-123.673
 15:35:53.054,eb:33:2e:f9:57:b5, 2085-97-101 00:27:00:2053,0.046,0.013,1.002,0.244,0.244,1.038,0.692,-2.285,-123.679
 15:35:53.054,eb:33:2e:f9:57:b5, 2085-97-91 00:28:00:2045,0.043,0.014,1,0.122,0.427,0.977,0.698,-2.28,-123.668
 15:35:53.082,eb:33:2e:f9:57:b5, 2085-97-92 00:25:00:2044,0.046,0.012,0.999,-0.183,0.244,1.099,0.709,-2.324,-123.673
 15:35:53.082,eb:33:2e:f9:57:b5, 2085-97-97 00:26:00:2049,0.048,0.013,1,-0.366,0.183,1.404,0.703,-2.324,-123.657
 15:35:53.082,eb:33:2e:f9:57:b5, 2085-97-101 00:24:00:2053,0.05,0.012,1.002,-0.427,0.122,1.404,0.709,-2.368,-123.657
 15:35:53.082,eb:33:2e:f9:57:b5, 2085-97-99 00:21:00:2058,0.048,0.012,1.004,-0.427,0.183,1.404,0.703,-2.368,-123.64
 15:35:53.141,eb:33:2e:f9:57:b5, 2085-97-95 00:24:00:2052,0.044,0.011,1.003,-0.244,0.305,1.465,0.709,-2.406,-123.64
 15:35:53.141,eb:33:2e:f9:57:b5, 2085-97-86 00:22:00:2044,0.043,0.012,1,-0.305,0.244,1.648,0.709,-2.401,-123.624
 15:35:53.141,eb:33:2e:f9:57:b5, 2085-97-91 00:24:00:2048,0.046,0.011,0.999,-0.549,-0.061,2.014,0.709,-2.439,-123.618
 15:35:53.141,eb:33:2e:f9:57:b5, 2085-97-98 00:23:00:2050,0.048,0.011,1,-0.61,-0.122,2.197,0.703,-2.439,-123.596
 15:35:53.170,eb:33:2e:f9:57:b5, 2085-97-101 00:24:00:2055,0.049,0.011,1.001,-0.671,-0.183,2.136,0.703,-2.477,-123.591
 15:35:53.170,eb:33:2e:f9:57:b5, 2085-97-102 00:25:00:2055,0.052,0.012,1.003,-0.671,-0.244,2.075,0.698,-2.477,-123.569
 15:35:53.170,eb:33:2e:f9:57:b5, 2085-97-109 00:23:00:2056,0.053,0.012,1.003,-0.61,-0.305,1.77,0.698,-2.516,-123.558
 15:35:53.170,eb:33:2e:f9:57:b5, 2085-97-106 00:23:00:2061,0.051,0.011,1.005,-0.549,-0.061,1.465,0.692,-2.516,-123.541
 15:35:53.233,eb:33:2e:f9:57:b5, 2085-97-104 00:24:00:2056,0.05,0.011,1.005,-0.549,0,0.977,0.692,-2.549,-123.547
 15:35:53.233,eb:33:2e:f9:57:b5, 2085-97-98 00:22:00:2052,0.048,0.012,1.002,-0.671,0.061,0.61,0.687,-2.549,-123.536
 15:35:53.233,eb:33:2e:f9:57:b5, 2085-97-97 00:23:00:2053,0.046,0.01,1.003,-0.671,0.061,0.549,0.687,-2.576,-123.541
 15:35:53.234,eb:33:2e:f9:57:b5, 2085-97-95 00:22:00:2049,0.046,0.012,1.001,-0.793,0.061,0.488,0.676,-2.576,-123.536
 15:35:53.261,eb:33:2e:f9:57:b5, 2085-97-95 00:13:00:2059,0.048,0.007,1.003,-0.671,0,0.671,0.676,-2.598,-123.547
 15:35:53.261,eb:33:2e:f9:57:b5, 2085-97-98 00:21:00:2055,0.048,0.008,1.006,-0.366,0.061,1.038,0.67,-2.598,-123.536
 15:35:53.261,eb:33:2e:f9:57:b5, 2085-97-102 00:20:00:2055,0.05,0.011,1.002,-0.427,0,0.977,0.67,-2.62,-123.536
 15:35:53.261,eb:33:2e:f9:57:b5, 2085-97-99 00:17:00:2059,0.049,0.008,1.005,-0.305,0.061,0.977,0.665,-2.62,-123.53
 15:35:53.290,eb:33:2e:f9:57:b5, 2085-97-101 00:26:00:2053,0.049,0.01,1.004,-0.122,0.183,0.977,0.665,-2.642,-123.53
 15:35:53.290,eb:33:2e:f9:57:b5, 2085-97-103 00:19:00:2054,0.049,0.011,1.003,-0.244,0.244,0.732,0.665,-2.637,-123.519
 15:35:53.290,eb:33:2e:f9:57:b5, 2085-97-102 00:19:00:2058,0.05,0.009,1.004,-0.183,0.366,0.671,0.665,-2.653,-123.53
 15:35:53.290,eb:33:2e:f9:57:b5, 2085-97-100 00:16:00:2061,0.049,0.008,1.005,0,0.427,0.61,0.665,-2.653,-123.519
 15:35:53.321,eb:33:2e:f9:57:b5, 2085-97-98 00:17:00:2059,0.047,0.008,1.007,0.183,0.549,0.61,0.67,-2.664,-123.53
 15:35:53.321,eb:33:2e:f9:57:b5, 2085-97-94 00:19:00:2054,0.047,0.01,1.003,0.305,0.549,0.549,0.67,-2.659,-123.525
 15:35:53.321,eb:33:2e:f9:57:b5, 2085-97-97 00:21:00:2055,0.048,0.009,1.004,0.366,0.366,0.549,0.681,-2.675,-123.53
 15:35:53.321,eb:33:2e:f9:57:b5, 2085-97-98 00:24:00:2049,0.048,0.011,1,0.244,0.427,0.488,0.681,-2.67,-123.525
 15:35:53.381,eb:33:2e:f9:57:b5, 2085-97-99 00:23:00:2051,0.047,0.012,1.001,0,0.366,0.122,0.687,-2.681,-123.536
 15:35:53.381,eb:33:2e:f9:57:b5, 2085-97-95 00:22:00:2050,0.049,0.01,1.001,0,0.549,0.122,0.687,-2.675,-123.53
 15:35:53.381,eb:33:2e:f9:57:b5, 2085-97-98 00:20:00:2057,0.049,0.011,1.003,0,0.366,0,0.692,-2.686,-123.541
 15:35:53.381,eb:33:2e:f9:57:b5, 2085-97-100 00:19:00:2057,0.048,0.009,1.004,0.122,0.427,0.061,0.692,-2.681,-123.541
 15:35:53.442,eb:33:2e:f9:57:b5, 2085-97-97 00:22:00:2053,0.046,0.011,1.003,0.061,0.488,-0.122,0.698,-2.692,-123.558
 15:35:53.442,eb:33:2e:f9:57:b5, 2085-97-96 00:22:00:2050,0.047,0.01,1.001,0,0.366,-0.244,0.698,-2.686,-123.558
 15:35:53.442,eb:33:2e:f9:57:b5, 2085-97-98 00:21:00:2054,0.047,0.011,1.001,-0.061,0.305,-0.305,0.698,-2.692,-123.574
 15:35:53.442,eb:33:2e:f9:57:b5, 2085-97-98 00:17:00:2056,0.047,0.009,1.003,-0.061,0.427,-0.427,0.698,-2.692,-123.574
 15:35:53.444,eb:33:2e:f9:57:b5, 2085-97-97 00:18:00:2056,0.047,0.008,1.005,0.061,0.427,-0.427,0.703,-2.697,-123.591
 15:35:53.444,eb:33:2e:f9:57:b5, 2085-97-100 00:22:00:2055,0.048,0.009,1.003,0.122,0.366,-0.427,0.703,-2.692,-123.596
 15:35:53.444,eb:33:2e:f9:57:b5, 2085-113-58 00:199:222:-5460,0.048,0.01,1.003,0.305,0.427,-0.61,0.709,-2.703,-123.613
 15:35:53.444,eb:33:2e:f9:57:b5, 2085-97-96 00:19:00:2055,0.046,0.009,1.004,0.305,0.366,-0.549,0.709,-2.697,-123.618
 15:35:53.444,eb:33:2e:f9:57:b5, 2085-97-95 00:24:00:2049,0.044,0.011,1.001,0.305,0.305,-0.732,0.714,-2.692,-123.624
 15:35:53.502,eb:33:2e:f9:57:b5, 2085-97-94 00:21:00:2049,0.046,0.011,1,0.183,0.122,-0.793,0.72,-2.703,-123.64
 15:35:53.502,eb:33:2e:f9:57:b5, 2085-97-96 00:23:00:2053,0.047,0.011,1.001,0.122,0.122,-0.793,0.72,-2.703,-123.651
 15:35:53.502,eb:33:2e:f9:57:b5, 2085-97-97 00:23:00:2052,0.048,0.011,1.003,0,0.122,-0.916,0.725,-2.708,-123.668
 15:35:53.502,eb:33:2e:f9:57:b5, 2085-97-97 00:18:00:2057,0.047,0.011,1.003,0,0.061,-1.16,0.725,-2.708,-123.679
 15:35:53.531,eb:33:2e:f9:57:b5, 2085-97-98 00:20:00:2057,0.047,0.009,1.005,0.183,0.122,-1.16,0.731,-2.714,-123.701
 15:35:53.531,eb:33:2e:f9:57:b5, 2085-97-95 00:17:00:2057,0.046,0.01,1.005,0.366,0.122,-1.16,0.736,-2.714,-123.717
 15:35:53.531,eb:33:2e:f9:57:b5, 2085-97-100 00:22:00:2060,0.048,0.009,1.005,0.549,0,-1.16,0.742,-2.719,-123.739
 15:35:53.531,eb:33:2e:f9:57:b5, 2085-97-92 00:22:00:2053,0.043,0.011,1.004,0.61,0.244,-1.221,0.747,-2.719,-123.75
 15:35:53.592,eb:33:2e:f9:57:b5, 2085-97-88 00:23:00:2046,0.044,0.011,1,0.549,0.122,-1.221,0.758,-2.725,-123.772
 15:35:53.592,eb:33:2e:f9:57:b5, 2085-97-96 00:23:00:2050,0.046,0.011,1,0.366,0,-0.977,0.764,-2.725,-123.783
 15:35:53.592,eb:33:2e:f9:57:b5, 2085-97-93 00:27:00:2049,0.044,0.012,1.002,0.305,0.061,-0.977,0.769,-2.73,-123.805
 15:35:53.592,eb:33:2e:f9:57:b5, 2085-97-90 00:27:00:2043,0.044,0.013,0.999,0,0,-1.099,0.769,-2.73,-123.816
 15:35:53.621,eb:33:2e:f9:57:b5, 2085-97-93 00:20:00:2052,0.044,0.011,1,-0.122,-0.061,-1.038,0.769,-2.736,-123.832
 15:35:53.621,eb:33:2e:f9:57:b5, 2085-97-88 00:19:00:2054,0.045,0.009,1.004,0,0.061,-0.549,0.769,-2.736,-123.843
 15:35:53.621,eb:33:2e:f9:57:b5, 2085-97-92 00:21:00:2053,0.046,0.01,1.003,0.122,0,-0.244,0.775,-2.741,-123.854
 15:35:53.621,eb:33:2e:f9:57:b5, 2085-97-97 00:20:00:2057,0.048,0.011,1.003,0.122,0,-0.061,0.775,-2.747,-123.86
 15:35:53.651,eb:33:2e:f9:57:b5, 2085-97-95 00:23:00:2055,0.046,0.01,1.004,0.244,0,-0.061,0.78,-2.752,-123.865
 15:35:53.651,eb:33:2e:f9:57:b5, 2085-97-94 00:26:00:2049,0.045,0.013,1.002,0.183,-0.061,-0.244,0.78,-2.752,-123.871
 15:35:53.651,eb:33:2e:f9:57:b5, 2085-97-94 00:24:00:2050,0.046,0.013,1,0.061,-0.122,-0.244,0.786,-2.758,-123.882
 15:35:53.651,eb:33:2e:f9:57:b5, 2085-97-95 00:24:00:2048,0.046,0.012,1,0,-0.183,-0.183,0.786,-2.758,-123.882
 15:35:53.710,eb:33:2e:f9:57:b5, 2085-97-92 00:20:00:2056,0.045,0.011,1.002,-0.061,-0.122,-0.244,0.786,-2.769,-123.893
 15:35:53.710,eb:33:2e:f9:57:b5, 2085-97-98 00:23:00:2056,0.048,0.009,1.003,0.061,-0.122,0.122,0.786,-2.769,-123.893
