Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:39:06.842,eb:33:2e:f9:57:b5, 2085-97-138 02:06:254:1409,0.289,-0.247,0.64,-45.227,-83.313,62.805,10.366,7.103,-122.948,-49.4,-41.4,1.14,25.66,0.4306,0.0235,-0.00275,-0.90219
 13:39:06.844,eb:33:2e:f9:57:b5, 2085-97-12 02:34:254:1612,0.227,-0.242,0.735,-54.993,-88.135,58.472,9.91,6.147,-122.503,-49.4,-41.4,1.14,25.66,0.4306,0.0235,-0.00275,-0.90219
 13:39:07.713,eb:33:2e:f9:57:b5, 2085-97-152 01:111:254:1857,0.17,-0.216,0.848,-64.087,-88.867,55.359,9.349,5.175,-122.091,-49.4,-41.4,1.14,25.66,0.4306,0.0235,-0.00275,-0.90219
 13:39:07.713,eb:33:2e:f9:57:b5, 2085-97-32 01:169:254:2085,0.098,-0.178,0.959,-69.885,-87.158,53.711,8.701,4.219,-121.69,-49.4,-41.4,1.14,25.66,0.4306,0.0235,-0.00275,-0.90219
 13:39:07.714,eb:33:2e:f9:57:b5, 2085-97-99 00:180:254:2287,0.005,-0.163,1.074,-73.181,-83.74,55.847,8.015,3.296,-121.273,-49.4,-41.4,1.14,25.66,0.4306,0.0235,-0.00275,-0.90219
 13:39:07.714,eb:33:2e:f9:57:b5, 2085-97-195 255:203:254:2433,-0.06,-0.158,1.147,-75.806,-78.247,63.049,7.289,2.411,-120.789,-49.4,-41.4,1.14,25.66,0.4306,0.0235,-0.00275,-0.90219
 13:39:07.714,eb:33:2e:f9:57:b5, 2085-97-75 255:46:255:2567,-0.121,-0.137,1.23,-76.843,-70.129,74.524,6.542,1.593,-120.19,-49.4,-41.4,1.14,25.66,0.4306,0.0235,-0.00275,-0.90219
 13:39:07.716,eb:33:2e:f9:57:b5, 2085-97-215 254:14:00:2578,-0.17,-0.054,1.257,-73.425,-60.913,87.097,5.801,0.857,-119.449,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.717,eb:33:2e:f9:57:b5, 2085-97-123 254:254:00:2558,-0.21,0.068,1.255,-65.491,-53.894,97.046,5.114,0.203,-118.581,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.717,eb:33:2e:f9:57:b5, 2085-97-36 254:242:01:2333,-0.245,0.179,1.218,-57.373,-50.476,103.76,4.504,-0.39,-117.614,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.717,eb:33:2e:f9:57:b5, 2085-97-249 253:158:02:2224,-0.264,0.286,1.087,-57.068,-59.814,106.934,3.928,-1.016,-116.598,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.717,eb:33:2e:f9:57:b5, 2085-97-186 253:110:03:2422,-0.312,0.379,1.127,-57.8,-69.214,106.689,3.323,-1.741,-115.571,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.717,eb:33:2e:f9:57:b5, 2085-97-69 253:45:04:2566,-0.375,0.477,1.229,-53.162,-70.312,103.271,2.73,-2.499,-114.56,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.719,eb:33:2e:f9:57:b5, 2085-97-180 252:170:04:2568,-0.444,0.559,1.256,-45.532,-64.758,97.778,2.186,-3.219,-113.582,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.719,eb:33:2e:f9:57:b5, 2085-97-68 252:21:05:2571,-0.483,0.605,1.262,-36.316,-56.274,91.431,1.725,-3.856,-112.654,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.719,eb:33:2e:f9:57:b5, 2085-97-28 252:159:05:2413,-0.484,0.669,1.222,-30.151,-47.424,84.045,1.335,-4.395,-111.791,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.720,eb:33:2e:f9:57:b5, 2085-97-27 252:44:06:2324,-0.495,0.738,1.15,-26.672,-41.26,75.317,0.989,-4.845,-111.006,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.720,eb:33:2e:f9:57:b5, 2085-97-252 251:180:06:2225,-0.402,0.805,1.116,-23.254,-35.095,65.125,0.681,-5.235,-110.308,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.720,eb:33:2e:f9:57:b5, 2085-97-196 250:139:10:7418,-1.233,0.94,1.804,-12.39,-20.569,58.411,0.423,-5.565,-109.704,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.720,eb:33:2e:f9:57:b5, 2085-97-97 251:196:09:2929,-0.822,1.125,0.996,-11.658,64.819,46.265,0.28,-5.043,-109.243,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.720,eb:33:2e:f9:57:b5, 2085-97-37 248:24:12:2246,-1.076,1.351,1.018,-19.043,114.868,32.959,0.066,-4.005,-108.853,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.720,eb:33:2e:f9:57:b5, 2085-97-177 246:64:13:2304,-1.164,1.631,1.159,1.038,109.497,5.554,-0.027,-2.884,-108.666,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.720,eb:33:2e:f9:57:b5, 2085-97-166 246:173:12:2162,-1.077,1.654,1.106,17.09,107.361,-16.113,0.077,-1.818,-108.732,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.721,eb:33:2e:f9:57:b5, 2085-97-187 252:39:02:1899,-0.051,0.953,0.784,13.794,104.004,-27.466,0.28,-0.731,-108.979,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.721,eb:33:2e:f9:57:b5, 2085-97-139 254:123:00:1743,-0.621,0.157,0.881,-15.503,89.233,-16.174,0.28,0.225,-109.204,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.721,eb:33:2e:f9:57:b5, 2085-97-139 00:184:254:2367,-0.038,-0.628,0.779,-0.305,32.654,-7.69,0.159,0.873,-109.325,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.721,eb:33:2e:f9:57:b5, 2085-97-54 00:06:255:2253,-0.094,-0.303,1.082,16.418,27.466,-15.93,0.231,1.159,-109.49,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.721,eb:33:2e:f9:57:b5, 2085-97-85 255:93:00:1972,-0.058,0,0.978,22.278,26.062,-17.334,0.445,1.45,-109.66,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.721,eb:33:2e:f9:57:b5, 2085-97-215 255:208:255:2119,-0.051,0.057,0.977,14.099,17.212,-7.874,0.615,1.659,-109.781,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.721,eb:33:2e:f9:57:b5, 2085-97-234 254:72:00:1872,-0.13,0.014,1.043,10.437,29.846,0.366,0.742,1.884,-109.808,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.722,eb:33:2e:f9:57:b5, 2085-97-19 255:215:255:1991,-0.096,0.015,0.926,9.094,13.855,-0.366,0.835,2.093,-109.803,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.722,eb:33:2e:f9:57:b5, 2085-97-162 255:106:00:2000,-0.025,0.034,0.946,8.301,11.597,1.404,0.928,2.225,-109.803,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.722,eb:33:2e:f9:57:b5, 2085-97-184 255:19:00:2037,-0.025,0.007,1.015,6.531,10.254,1.526,1,2.324,-109.781,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.723,eb:33:2e:f9:57:b5, 2085-97-230 255:73:00:2073,-0.023,0.018,1.003,6.104,9.094,1.77,1.066,2.417,-109.764,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.723,eb:33:2e:f9:57:b5, 2085-97-153 255:37:00:2025,-0.072,0.035,1.006,4.517,10.559,2.686,1.121,2.516,-109.737,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.723,eb:33:2e:f9:57:b5, 2085-97-88 255:03:00:1984,-0.08,0.001,0.977,4.456,8.972,2.808,1.165,2.615,-109.709,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.724,eb:33:2e:f9:57:b5, 2085-97-107 255:24:00:2014,-0.057,0.008,0.977,4.761,6.348,2.38,1.214,2.692,-109.677,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.724,eb:33:2e:f9:57:b5, 2085-97-157 255:29:00:2043,-0.049,0.015,0.992,5.005,4.578,1.892,1.263,2.741,-109.655,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.724,eb:33:2e:f9:57:b5, 2085-97-137 255:46:00:2010,-0.066,0.02,0.99,4.883,4.15,1.404,1.313,2.785,-109.638,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.724,eb:33:2e:f9:57:b5, 2085-97-124 255:34:00:2012,-0.057,0.02,0.979,4.639,2.625,0.549,1.362,2.818,-109.622,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.724,eb:33:2e:f9:57:b5, 2085-97-150 255:24:00:2036,-0.046,0.015,0.989,5.005,1.465,0,1.412,2.84,-109.622,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.724,eb:33:2e:f9:57:b5, 2085-97-170 255:48:00:2049,-0.047,0.016,0.999,5.31,0.977,-0.244,1.467,2.851,-109.622,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.724,eb:33:2e:f9:57:b5, 2085-97-161 255:45:00:2045,-0.049,0.021,0.998,5.31,0.916,-0.488,1.516,2.862,-109.627,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.725,eb:33:2e:f9:57:b5, 2085-97-173 255:44:00:2054,-0.034,0.017,1,5.31,0.671,-0.61,1.571,2.873,-109.633,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.725,eb:33:2e:f9:57:b5, 2085-97-175 255:64:00:2051,-0.043,0.029,1.006,5.066,0.916,-0.671,1.626,2.878,-109.638,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.725,eb:33:2e:f9:57:b5, 2085-97-168 255:54:00:2052,-0.039,0.03,1,4.395,0.916,-0.488,1.67,2.889,-109.644,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
 13:39:07.725,eb:33:2e:f9:57:b5, 2085-97-183 255:55:00:2072,-0.031,0.025,1.009,4.028,0.977,-0.122,1.714,2.9,-109.644,-49.4,-41.4,1.14,25.66,0.47659,0.08362,-0.04977,-0.87366
