Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:45:29.480,eb:33:2e:f9:57:b5, 2085-97-122 255:112:255:3410,-0.054,-0.105,1.388,163.879,64.453,-73.425,71.631,32.662,-63.105,-56.4,-31.5,-4.86,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.480,eb:33:2e:f9:57:b5, 2085-97-218 255:104:00:4368,0.046,0,1.908,121.033,112.976,-39.001,73.449,33.442,-62.287,-56.4,-31.5,-4.86,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.480,eb:33:2e:f9:57:b5, 2085-97-196 00:227:00:5042,0.146,0.086,2.341,94.116,167.297,-8.667,75.383,34.041,-60.732,-56.4,-31.5,-4.86,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.480,eb:33:2e:f9:57:b5, 2085-97-195 01:215:00:5067,0.318,0.13,2.505,81.604,209.961,14.771,77.487,34.437,-58.48,-56.4,-31.5,-4.86,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.482,eb:33:2e:f9:57:b5, 2085-113-58 00:247:234:-8565,0.365,0.133,2.473,80.261,229.919,29.48,79.832,34.651,-55.794,-56.4,-31.5,-4.86,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.508,eb:33:2e:f9:57:b5, 2085-97-250 02:134:00:4904,0.351,0.106,2.45,83.801,232.117,33.386,81.052,34.684,-54.371,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.508,eb:33:2e:f9:57:b5, 2085-97-159 02:235:255:4710,0.343,0.029,2.315,102.783,214.722,36.987,83.513,34.634,-51.63,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.508,eb:33:2e:f9:57:b5, 2085-97-114 02:238:254:4639,0.243,-0.057,2.323,133.484,178.101,35.95,86.067,34.442,-49.257,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.508,eb:33:2e:f9:57:b5, 2085-97-95 01:168:254:4604,0.146,-0.163,2.221,158.203,133.789,34.18,88.555,34.167,-47.406,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.569,eb:33:2e:f9:57:b5, 2085-97-76 01:229:254:5101,0.167,-0.148,2.362,163.208,93.628,31.86,90.928,33.843,-46.099,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.569,eb:33:2e:f9:57:b5, 2085-97-80 01:168:254:5098,0.149,-0.146,2.529,142.334,79.285,30.945,92.961,33.508,-45.143,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.569,eb:33:2e:f9:57:b5, 2085-97-128 01:173:253:4525,0.229,-0.234,2.375,103.76,77.393,34.79,94.675,33.135,-44.258,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.569,eb:33:2e:f9:57:b5, 2085-97-25 02:134:252:3435,0.251,-0.382,1.94,60.181,72.327,41.077,95.878,32.695,-43.44,-35.9,-57.1,-21.74,29.05,0.74249,0.07083,0.01495,-0.66586
 13:45:29.598,eb:33:2e:f9:57:b5, 2085-97-200 01:249:251:2404,0.217,-0.472,1.417,28.503,43.213,45.471,96.641,32.195,-42.819,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.598,eb:33:2e:f9:57:b5, 2085-97-184 01:133:251:1657,0.265,-0.528,0.992,-0.122,-14.709,44.861,96.746,31.734,-42.77,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.598,eb:33:2e:f9:57:b5, 2085-97-103 02:71:251:1066,0.296,-0.583,0.668,-35.706,-82.397,39.795,96.207,31.377,-43.456,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.598,eb:33:2e:f9:57:b5, 2085-97-69 02:115:251:358,0.28,-0.583,0.341,-83.679,-139.709,34.79,94.807,31.124,-44.868,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.628,eb:33:2e:f9:57:b5, 2085-97-129 02:83:251:-008,0.372,-0.562,0.043,-139.709,-188.293,31.067,92.648,30.905,-46.862,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.629,eb:33:2e:f9:57:b5, 2085-97-49 03:145:250:-054,0.4,-0.625,-0.004,-199.158,-220.459,29.236,89.61,30.652,-49.323,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.629,eb:33:2e:f9:57:b5, 2085-97-45 03:161:250:-451,0.41,-0.704,-0.103,-259.399,-235.779,30.64,85.941,30.267,-51.998,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.629,eb:33:2e:f9:57:b5, 2085-97-145 03:124:251:-673,0.476,-0.63,-0.296,-319.824,-245.483,32.776,81.573,29.691,-54.761,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.688,eb:33:2e:f9:57:b5, 2085-97-207 03:104:253:-434,0.477,-0.454,-0.339,-380.859,-252.258,32.837,76.701,28.889,-57.519,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.688,eb:33:2e:f9:57:b5, 2085-97-152 03:61:255:942,0.397,-0.191,0.128,-427.307,-266.602,28.32,71.241,27.856,-60.293,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.688,eb:33:2e:f9:57:b5, 2085-97-47 03:74:00:1716,0.412,-0.042,0.688,-444.824,-275.635,19.409,65.588,26.642,-63.067,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.688,eb:33:2e:f9:57:b5, 2085-97-112 03:110:01:1909,0.414,0.113,0.901,-441.65,-282.349,8.606,59.897,25.219,-65.781,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.719,eb:33:2e:f9:57:b5, 2085-97-58 03:20:02:2102,0.381,0.233,0.949,-424.927,-294.922,-4.517,54.465,23.643,-68.456,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.719,eb:33:2e:f9:57:b5, 2085-97-229 02:122:01:2769,0.315,0.252,1.162,-401.367,-312.073,-16.296,49.246,21.824,-71.153,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.719,eb:33:2e:f9:57:b5, 2085-97-38 02:249:255:3369,0.229,0.089,1.514,-382.141,-313.538,-18.555,44.423,19.808,-73.768,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.719,eb:33:2e:f9:57:b5, 2085-97-170 01:14:255:3579,0.208,-0.088,1.731,-375.366,-295.593,-7.751,39.858,17.606,-76.053,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.749,eb:33:2e:f9:57:b5, 2085-97-218 01:159:255:3249,0.27,-0.098,1.677,-381.653,-271.545,8.545,35.568,15.37,-77.871,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.749,eb:33:2e:f9:57:b5, 2085-97-106 02:242:00:3087,0.311,0.021,1.53,-386.292,-270.325,14.099,31.311,13.019,-79.299,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.749,eb:33:2e:f9:57:b5, 2085-97-122 02:138:02:3081,0.291,0.227,1.495,-380.554,-294.922,3.54,27.202,10.508,-80.651,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.749,eb:33:2e:f9:57:b5, 2085-97-233 01:63:03:3374,0.161,0.374,1.548,-367.188,-328.735,-18.188,23.181,7.663,-82.079,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.808,eb:33:2e:f9:57:b5, 2085-97-106 00:229:02:4258,-0.096,0.401,1.843,-352.905,-350.159,-40.283,19.424,4.581,-83.644,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.808,eb:33:2e:f9:57:b5, 2085-97-244 253:67:03:4839,-0.436,0.345,2.257,-343.018,-339.478,-51.636,15.815,1.379,-85.15,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.808,eb:33:2e:f9:57:b5, 2085-97-235 250:04:06:4910,-0.824,0.548,2.4,-333.679,-313.843,-55.054,12.437,-1.642,-86.495,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.808,eb:33:2e:f9:57:b5, 2085-97-208 247:10:10:5076,-1.246,0.993,2.43,-316.162,-297.18,-56.946,9.19,-4.565,-87.61,-35.9,-57.1,-21.74,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-46 244:87:14:5251,-1.715,1.522,2.52,-284.79,-291.809,-58.655,6.29,-7.394,-88.61,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-68 240:29:18:5566,-2.211,2.058,2.623,-234.619,-297.119,-59.509,3.785,-10.316,-89.456,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-182 236:63:20:5837,-2.56,2.407,2.81,-178.955,-296.753,-54.688,1.895,-13.271,-90.214,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-133 234:69:23:5708,-2.754,2.699,2.827,-136.536,-268.616,-42.542,0.456,-16.133,-90.764,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-111 233:234:26:5457,-2.89,3.133,2.768,-110.901,-213.867,-31.982,-0.643,-18.539,-91.165,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-129 232:148:29:4356,-2.958,3.564,2.421,-87.036,-142.7,-32.227,-1.56,-20.319,-91.45,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-119 232:160:28:3293,-2.939,3.705,1.833,-42.969,-89.417,-44.739,-2.076,-21.44,-91.851,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.870,eb:33:2e:f9:57:b5, 2085-97-134 232:106:23:2489,-2.907,3.309,1.406,12.085,-62.073,-57.007,-2.021,-22.198,-92.379,-49.2,-28.1,-12.04,29.05,0.52524,0.72174,-0.08505,-0.44257
 13:45:29.958,eb:33:2e:f9:57:b5, 2085-97-47 243:108:21:7076,-6.309,2.48,1.021,67.078,-44.312,-55.542,-1.368,-22.742,-93.01,-49.2,-28.1,-12.04,29.05,0.67877,-0.14917,-0.11838,-0.70917
 13:45:29.958,eb:33:2e:f9:57:b5, 2085-97-250 232:146:26:3516,-1.581,3.794,4.502,314.087,447.937,-122.192,0.692,-21.758,-93.669,-49.2,-28.1,-12.04,29.05,0.67877,-0.14917,-0.11838,-0.70917
 13:45:29.958,eb:33:2e:f9:57:b5, 2085-97-111 250:207:74:10344,-0.904,8.343,2.349,178.772,606.506,-212.341,4.164,-16.381,-94.883,-49.2,-28.1,-12.04,29.05,0.67877,-0.14917,-0.11838,-0.70917
 13:45:29.958,eb:33:2e:f9:57:b5, 2085-97-14 255:149:31:1030,-5.202,4.709,1.128,-240.723,806.152,-83.984,3.829,-8.707,-96.367,-49.2,-28.1,-12.04,29.05,0.67877,-0.14917,-0.11838,-0.70917
