Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:48:22.199,eb:33:2e:f9:57:b5, 2085-97-48 00:45:00:1990,0.014,-0.002,0.959,-21.606,-13.184,12.634,5.175,4.109,-140.883,-48.2,-55.8,-20.487,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.200,eb:33:2e:f9:57:b5, 2085-97-07 00:152:00:2025,-0.004,0.048,0.983,-22.766,-13.428,9.033,4.955,3.966,-140.79,-48.2,-55.8,-20.487,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.200,eb:33:2e:f9:57:b5, 2085-97-234 255:251:00:2026,-0.019,0.099,0.989,-23.132,-13.733,4.883,4.73,3.829,-140.735,-48.2,-55.8,-20.487,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.200,eb:33:2e:f9:57:b5, 2085-97-205 255:94:01:2040,-0.03,0.147,0.992,-23.193,-14.404,0.427,4.499,3.686,-140.724,-48.2,-55.8,-20.487,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.227,eb:33:2e:f9:57:b5, 2085-97-187 255:186:01:2082,-0.038,0.193,1.004,-21.973,-14.587,-4.333,4.268,3.543,-140.757,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.227,eb:33:2e:f9:57:b5, 2085-97-171 255:253:01:2103,-0.048,0.234,1.025,-19.104,-13.794,-9.46,4.059,3.406,-140.839,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.227,eb:33:2e:f9:57:b5, 2085-97-144 255:16:02:2061,-0.058,0.257,1.018,-15.93,-12.39,-14.16,3.878,3.285,-140.971,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.227,eb:33:2e:f9:57:b5, 2085-97-129 255:00:02:2058,-0.065,0.255,1.003,-13.428,-11.414,-17.273,3.719,3.175,-141.141,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.257,eb:33:2e:f9:57:b5, 2085-97-118 255:231:01:2058,-0.071,0.244,1.006,-10.498,-9.766,-18.494,3.593,3.082,-141.328,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.257,eb:33:2e:f9:57:b5, 2085-97-106 255:197:01:2033,-0.075,0.23,0.999,-6.104,-8.057,-17.944,3.499,3.005,-141.52,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.257,eb:33:2e:f9:57:b5, 2085-97-102 255:143:01:2035,-0.072,0.209,0.992,-0.732,-6.531,-15.686,3.455,2.944,-141.691,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.257,eb:33:2e:f9:57:b5, 2085-97-115 255:102:01:2013,-0.064,0.184,0.993,5.005,-4.272,-11.414,3.477,2.9,-141.828,-46.2,-57.3,-26.307,29.49,0.31888,0.0397,-0.03296,-0.94635
 13:48:22.346,eb:33:2e:f9:57:b5, 2085-97-137 255:71:01:1948,-0.048,0.166,0.966,9.888,-2.991,-6.775,3.549,2.873,-141.921,-46.2,-57.3,-26.307,29.49,0.32648,0.03394,-0.02017,-0.94434
 13:48:22.346,eb:33:2e:f9:57:b5, 2085-97-188 255:70:01:1960,-0.02,0.156,0.946,15.747,-2.502,-2.197,3.675,2.845,-141.965,-46.2,-57.3,-26.307,29.49,0.32648,0.03394,-0.02017,-0.94434
