Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°)
 12:25:40.179,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.016,0.019,0.996,0,-0.549,0.366, , , , , , ,1.384,-0.571,-111.786
 12:25:40.180,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.016,0.018,0.996,0,-0.427,0.366, , , , , , ,1.384,-0.571,-111.808
 12:25:40.180,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.015,0.018,0.996,-0.061,-0.427,0.366, , , , , , ,1.384,-0.571,-111.808
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.015,0.019,0.995,-0.061,-0.488,0.427, , , , , , ,1.384,-0.577,-111.808
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.015,0.019,0.994,-0.061,-0.488,0.366, , , , , , ,1.384,-0.577,-111.808
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.015,0.018,0.995,-0.061,-0.549,0.366, , , , , , ,1.384,-0.571,-111.83
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.016,0.018,0.996,-0.061,-0.549,0.366, , , , , , ,1.384,-0.571,-111.83
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.016,0.019,0.996,-0.061,-0.549,0.366, , , , , , ,1.384,-0.577,-111.835
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.014,0.018,0.995,0,-0.549,0.366, , , , , , ,1.384,-0.577,-111.835
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.013,0.019,0.987,-0.732,-0.793,0.305, , , , , , ,1.384,-0.582,-111.951
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.009,0.02,0.985,-0.916,-0.977,0.488, , , , , , ,1.384,-0.582,-111.951
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.01,0.017,0.984,-1.038,-1.343,0.793, , , , , , ,1.384,-0.582,-111.951
 12:25:40.181,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.013,0.018,0.987,-1.099,-1.77,0.854, , , , , , ,1.384,-0.582,-111.951
 12:25:40.182,eb:33:2e:f9:57:b5, 2015-01-01 00:11:53.755,0.015,0.018,0.99,-1.221,-2.014,0.977, , , , , , ,1.384,-0.582,-111.951
