Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°)
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.996,0,0,0.061, , , , , , ,-1.747,0.379,-119.251
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.023,0.996,0,0,0.061, , , , , , ,-1.752,0.379,-119.229
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.996,0,0,0.122, , , , , , ,-1.752,0.379,-119.229
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.01,-0.024,0.996,0,-0.061,0.122, , , , , , ,-1.747,0.385,-119.229
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.01,-0.023,0.997,0.061,-0.122,0.061, , , , , , ,-1.747,0.385,-119.229
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.998,0.061,0,0.061, , , , , , ,-1.752,0.379,-119.207
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.01,-0.025,0.997,0,-0.061,0.061, , , , , , ,-1.752,0.379,-119.207
 12:17:49.263,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.996,0.061,-0.061,0.061, , , , , , ,-1.747,0.385,-119.207
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.025,0.996,0.061,-0.061,0, , , , , , ,-1.747,0.385,-119.207
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.01,-0.024,0.997,0,0,0.061, , , , , , ,-1.752,0.385,-119.185
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.998,0.061,0,0.061, , , , , , ,-1.752,0.385,-119.185
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.997,0.061,-0.061,0.061, , , , , , ,-1.752,0.385,-119.185
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.997,0.061,0,0.061, , , , , , ,-1.752,0.385,-119.185
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.011,-0.024,0.997,0.061,0,0, , , , , , ,-1.752,0.385,-119.163
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.009,-0.025,0.997,0.061,-0.061,0.061, , , , , , ,-1.752,0.385,-119.163
 12:17:49.309,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.125,-0.01,-0.024,0.997,0.061,-0.061,0.061, , , , , , ,-1.752,0.385,-119.163
 12:17:49.353,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.435,-0.01,-0.024,0.997,0.061,0,0.122, , , , , , ,-1.752,0.385,-119.163
 12:17:49.353,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.435,-0.011,-0.024,0.997,0.061,0,0.061, , , , , , ,-1.752,0.385,-119.141
 12:17:49.353,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.435,-0.011,-0.024,0.997,0.061,0,0.122, , , , , , ,-1.752,0.385,-119.141
 12:17:49.353,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.435,-0.01,-0.024,0.997,0.061,0,0.061, , , , , , ,-1.752,0.385,-119.141
 12:17:49.353,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.435,-0.01,-0.024,0.997,0.061,0.061,0.061, , , , , , ,-1.752,0.385,-119.141
 12:17:49.353,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.435,-0.011,-0.024,0.997,0.061,0,0.061, , , , , , ,-1.752,0.385,-119.125
 12:17:49.353,eb:33:2e:f9:57:b5, 2015-01-01 00:04:07.435,-0.011,-0.023,0.996,0,0,0.061, , , , , , ,-1.752,0.385,-119.125
