Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 14:43:07.784,eb:33:2e:f9:57:b5, 2085-97-85 245:113:11:-2868,0.067,2.698,-0.421,292.969,-56.03,-194.58,11.992,-5.828,-132.281
 14:43:07.784,eb:33:2e:f9:57:b5, 2085-97-96 224:184:47:9156,-6.671,8.063,-1.581,230.164,-181.335,-346.741,15.491,-6.356,-134.753
 14:43:07.784,eb:33:2e:f9:57:b5, 2085-97-121 220:192:235:-8579,1.453,5.679,6.467,-565.979,630.127,-152.161,13.244,-3.856,-136.895
 14:43:07.784,eb:33:2e:f9:57:b5, 2085-97-148 06:196:233:6357,-3.935,1.067,8.417,-353.271,359.436,-37.842,8.855,0.308,-136.571
 14:43:07.815,eb:33:2e:f9:57:b5, 2085-97-153 231:45:239:13577,-1.497,-4.713,0.741,-192.566,93.567,-141.052,6.575,2.637,-137.461
 14:43:07.816,eb:33:2e:f9:57:b5, 2085-97-219 245:00:253:2552,-0.628,0.062,2.202,-72.144,95.642,9.827,5.378,4.037,-137.856
 14:43:07.816,eb:33:2e:f9:57:b5, 2085-97-10 01:158:252:6061,0.266,-1.052,2.223,-6.958,-27.344,1.892,5.026,4.125,-137.812
 14:43:07.816,eb:33:2e:f9:57:b5, 2085-97-130 03:173:01:4231,0.754,0.357,2.208,35.645,2.808,17.09,5.197,4.081,-137.648
 14:43:07.843,eb:33:2e:f9:57:b5, 2085-97-175 02:19:00:4533,-0.663,0.351,2.183,66.284,37.537,-3.235,5.735,4.29,-137.582
 14:43:07.843,eb:33:2e:f9:57:b5, 2085-97-171 246:17:250:5612,-1.239,-0.546,2.549,106.018,40.833,10.01,6.592,4.697,-137.554
 14:43:07.843,eb:33:2e:f9:57:b5, 2085-97-122 245:89:249:6564,-1.06,-0.711,2.879,168.64,9.338,56.091,7.998,4.949,-137.175
 14:43:07.843,eb:33:2e:f9:57:b5, 2085-97-63 250:244:247:8453,-0.288,-0.775,3.713,254.211,-49.5,93.262,10.146,4.603,-136.428
 14:43:07.903,eb:33:2e:f9:57:b5, 2085-97-237 02:252:246:10550,0.833,-1.116,4.704,350.708,-45.532,115.662,13.222,3.884,-135.478
 14:43:07.903,eb:33:2e:f9:57:b5, 2085-97-41 09:66:247:11732,1.897,-1.224,5.379,454.895,17.151,106.506,17.298,3.466,-134.401
 14:43:07.903,eb:33:2e:f9:57:b5, 2085-97-233 18:71:250:9953,2.304,-0.855,5.34,561.035,92.346,62.744,22.39,3.796,-133.401
 14:43:07.903,eb:33:2e:f9:57:b5, 2085-97-45 19:194:250:9975,2.318,-0.965,5.123,651.855,155.151,-15.625,28.526,4.812,-132.742
 14:43:07.933,eb:33:2e:f9:57:b5, 2085-97-125 16:31:254:11436,1.414,-0.431,5.113,728.76,200.378,-96.252,35.453,6.735,-132.286
 14:43:07.933,eb:33:2e:f9:57:b5, 2085-97-127 06:47:255:9835,0.331,-0.561,5.505,824.158,185.852,-125.549,43.336,9.009,-132.061
 14:43:07.933,eb:33:2e:f9:57:b5, 2085-97-141 250:30:03:12675,-1.1,0.687,5.303,844.849,86.426,-130.188,51.724,10.887,-131.929
 14:43:07.933,eb:33:2e:f9:57:b5, 2085-97-113 246:52:246:10042,-1.511,0.157,6.145,852.295,106.75,-53.162,60.298,12.145,-131.808
 14:43:07.992,eb:33:2e:f9:57:b5, 2085-97-229 238:101:230:4306,-2.17,-3.41,3.245,677.979,275.574,195.068,68.231,12.305,-129.957
 14:43:07.992,eb:33:2e:f9:57:b5, 2085-97-97 252:245:242:540,1.199,-1.43,-1.062,446.289,507.141,511.169,74.828,10.031,-124.486
 14:43:07.992,eb:33:2e:f9:57:b5, 2085-97-182 26:135:21:6599,4.478,-0.518,1.562,147.461,562.134,633.24,77.783,5.68,-117.554
 14:43:07.992,eb:33:2e:f9:57:b5, 2085-97-120 37:175:55:11676,4.052,5.439,5.255,239.075,226.196,424.5,79.387,1.241,-112.549
 14:43:08.023,eb:33:2e:f9:57:b5, 2085-97-47 28:202:42:10083,2.939,6.653,4.859,494.446,-173.889,57.312,83.216,-0.912,-112.083
 14:43:08.023,eb:33:2e:f9:57:b5, 2085-97-174 17:171:21:15590,1.528,4.094,5.979,575.806,-395.569,-246.216,89.028,-0.005,-115.329
 14:43:08.023,eb:33:2e:f9:57:b5, 2085-97-101 08:253:253:19174,0.812,1.212,8.958,525.757,-370.239,-429.688,94.719,3.631,-119.251
 14:43:08.023,eb:33:2e:f9:57:b5, 2085-97-72 06:242:235:15563,0.945,-1.553,8.748,398.987,-174.377,-479.797,99.272,8.542,-121.443
 14:43:08.054,eb:33:2e:f9:57:b5, 2085-113-58 00:255:241:-1275,1.088,-3.025,6.388,240.417,11.597,-446.533,102.371,13.222,-121.295
 14:43:08.054,eb:33:2e:f9:57:b5, 2085-97-145 08:69:231:9058,0.936,-3.172,5.283,169.189,59.265,-421.753,103.475,15.287,-120.635
 14:43:08.054,eb:33:2e:f9:57:b5, 2085-97-24 06:87:233:7761,0.586,-2.955,3.945,63.477,67.261,-375.122,104.859,18.979,-119.009
 14:43:08.054,eb:33:2e:f9:57:b5, 2085-97-100 03:66:233:8128,0.273,-2.807,3.844,13.489,24.658,-328.43,105.557,22.269,-117.675
 14:43:08.083,eb:33:2e:f9:57:b5, 2085-97-07 02:198:230:8398,0.263,-2.927,4.029,5.493,7.69,-271.118,105.859,25.104,-116.763
 14:43:08.083,eb:33:2e:f9:57:b5, 2085-97-59 02:50:226:7449,0.263,-3.417,3.979,29.297,23.743,-214.6,106.342,27.383,-115.95
 14:43:08.083,eb:33:2e:f9:57:b5, 2085-97-05 02:19:222:4162,0.157,-3.964,2.958,42.419,55.786,-154.48,107.073,29.031,-114.994
 14:43:08.083,eb:33:2e:f9:57:b5, 2085-113-81 00:84:21:17634,-0.005,-4.554,0.827,-6.47,65.552,-82.397,107.743,29.971,-113.961
 14:43:08.083,eb:33:2e:f9:57:b5, 2085-97-129 255:213:216:-4546,0.188,-4.784,-0.655,-67.2,61.523,-40.466,107.726,30.157,-113.527
