Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 14:37:01.674,eb:33:2e:f9:57:b5, 2085-97-52 00:170:255:2028,0.026,-0.042,0.989,0,-0.916,0.061,-1.104,2.851,35.14
 14:37:01.674,eb:33:2e:f9:57:b5, 2085-97-55 00:171:255:2029,0.026,-0.042,0.99,-0.061,-0.916,0.061,-1.104,2.851,35.14
 14:37:01.674,eb:33:2e:f9:57:b5, 2085-97-54 00:172:255:2027,0.026,-0.042,0.99,-0.183,-0.916,0,-1.104,2.851,35.14
 14:37:01.674,eb:33:2e:f9:57:b5, 2085-97-55 00:173:255:2029,0.026,-0.042,0.99,-0.305,-0.793,-0.061,-1.104,2.851,35.14
 14:37:01.674,eb:33:2e:f9:57:b5, 2085-97-53 00:172:255:2028,0.026,-0.042,0.99,-0.244,-0.732,-0.061,-1.104,2.845,35.14
 14:37:01.677,eb:33:2e:f9:57:b5, 2085-113-58 00:235:216:2505,0.027,-0.041,0.992,-0.366,-0.671,-0.122,-1.104,2.845,35.14
 14:37:01.677,eb:33:2e:f9:57:b5, 2085-97-56 00:169:255:2035,0.028,-0.041,0.993,-0.366,-0.549,-0.122,-1.104,2.845,35.14
 14:37:01.677,eb:33:2e:f9:57:b5, 2085-97-56 00:170:255:2035,0.026,-0.042,0.994,-0.305,-0.366,-0.061,-1.104,2.845,35.14
 14:37:01.677,eb:33:2e:f9:57:b5, 2085-97-53 00:169:255:2031,0.026,-0.042,0.993,-0.305,-0.244,-0.122,-1.104,2.845,35.14
 14:37:01.704,eb:33:2e:f9:57:b5, 2085-97-55 00:171:255:2028,0.026,-0.042,0.991,-0.305,-0.183,-0.122,-1.11,2.845,35.14
 14:37:01.704,eb:33:2e:f9:57:b5, 2085-97-56 00:171:255:2031,0.028,-0.042,0.991,-0.305,-0.183,-0.061,-1.11,2.845,35.14
 14:37:01.704,eb:33:2e:f9:57:b5, 2085-97-56 00:169:255:2035,0.027,-0.042,0.993,-0.305,0,-0.122,-1.11,2.84,35.14
 14:37:01.704,eb:33:2e:f9:57:b5, 2085-97-56 00:169:255:2038,0.027,-0.042,0.994,-0.305,0.122,-0.183,-1.11,2.84,35.14
