Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 14:38:02.607,eb:33:2e:f9:57:b5, 2085-97-239 255:02:00:2034,-0.008,0.001,0.993,-0.122,0.183,-0.122,1.269,4.499,-75.553
 14:38:02.607,eb:33:2e:f9:57:b5, 2085-97-239 255:03:00:2034,-0.006,0,0.993,-0.122,0.183,-0.061,1.269,4.499,-75.558
 14:38:02.607,eb:33:2e:f9:57:b5, 2085-113-81 00:41:101:100,-0.007,0.001,0.993,-0.122,0.244,-0.183,1.269,4.499,-75.558
 14:38:02.607,eb:33:2e:f9:57:b5, 2085-97-240 255:04:00:2030,-0.007,0.001,0.992,-0.122,0.183,-0.122,1.269,4.499,-75.558
 14:38:02.667,eb:33:2e:f9:57:b5, 2085-97-241 255:01:00:2034,-0.008,0.002,0.992,-0.122,0.183,-0.183,1.269,4.499,-75.558
 14:38:02.667,eb:33:2e:f9:57:b5, 2085-97-240 255:05:00:2030,-0.008,0.002,0.992,-0.244,0.305,-0.244,1.269,4.499,-75.564
 14:38:02.667,eb:33:2e:f9:57:b5, 2085-97-240 255:03:00:2031,-0.008,0.002,0.992,-0.305,0.305,-0.183,1.269,4.499,-75.564
 14:38:02.667,eb:33:2e:f9:57:b5, 2085-97-239 255:02:00:2030,-0.009,0.002,0.991,-0.366,0.244,-0.244,1.269,4.499,-75.564
 14:38:02.669,eb:33:2e:f9:57:b5, 2085-97-238 255:02:00:2029,-0.009,0.001,0.992,-0.427,0.244,-0.244,1.269,4.499,-75.564
 14:38:02.669,eb:33:2e:f9:57:b5, 2085-97-238 255:00:00:2031,-0.009,0.001,0.992,-0.549,0.061,-0.183,1.269,4.499,-75.564
 14:38:02.669,eb:33:2e:f9:57:b5, 2085-97-237 255:02:00:2033,-0.01,0,0.992,-0.488,0,-0.183,1.269,4.499,-75.564
 14:38:02.669,eb:33:2e:f9:57:b5, 2085-97-236 255:254:255:2038,-0.009,0,0.994,-0.427,-0.183,-0.122,1.269,4.499,-75.569
 14:38:02.671,eb:33:2e:f9:57:b5, 2085-97-238 255:00:00:2038,-0.01,0,0.996,-0.366,-0.244,-0.061,1.269,4.499,-75.569
 14:38:02.671,eb:33:2e:f9:57:b5, 2085-97-238 255:00:00:2038,-0.008,0,0.995,-0.244,-0.305,0,1.269,4.499,-75.569
 14:38:02.671,eb:33:2e:f9:57:b5, 2085-97-241 255:254:255:2039,-0.007,0,0.996,-0.122,-0.427,0,1.269,4.499,-75.569
 14:38:02.671,eb:33:2e:f9:57:b5, 2085-97-242 255:02:00:2039,-0.007,0,0.996,-0.061,-0.244,0,1.269,4.499,-75.575
 14:38:02.728,eb:33:2e:f9:57:b5, 2085-97-241 255:00:00:2038,-0.007,0.001,0.995,0,-0.244,0.061,1.269,4.499,-75.575
 14:38:02.728,eb:33:2e:f9:57:b5, 2085-97-240 255:02:00:2036,-0.008,0.001,0.994,0.061,-0.183,0,1.269,4.499,-75.575
 14:38:02.728,eb:33:2e:f9:57:b5, 2085-97-241 255:00:00:2036,-0.008,0,0.994,0.122,-0.122,0.061,1.269,4.499,-75.575
 14:38:02.728,eb:33:2e:f9:57:b5, 2085-97-240 255:01:00:2033,-0.008,0,0.993,0.122,0,0,1.269,4.499,-75.575
 14:38:02.757,eb:33:2e:f9:57:b5, 2085-97-240 255:01:00:2032,-0.008,0,0.993,0.061,-0.061,0.061,1.269,4.499,-75.575
 14:38:02.757,eb:33:2e:f9:57:b5, 2085-97-240 255:01:00:2035,-0.008,0,0.994,0.061,-0.183,0.061,1.269,4.499,-75.58
 14:38:02.757,eb:33:2e:f9:57:b5, 2085-97-243 255:02:00:2035,-0.007,0.001,0.994,0.183,-0.122,0,1.269,4.499,-75.58
 14:38:02.757,eb:33:2e:f9:57:b5, 2085-97-242 255:02:00:2031,-0.008,0.001,0.993,0.183,-0.122,0.061,1.269,4.499,-75.58
 14:38:02.818,eb:33:2e:f9:57:b5, 2085-97-241 255:03:00:2031,-0.007,0.001,0.992,0.061,-0.061,0.061,1.263,4.499,-75.58
 14:38:02.818,eb:33:2e:f9:57:b5, 2085-97-243 255:02:00:2033,-0.006,0.001,0.992,0.061,-0.061,0,1.263,4.499,-75.58
 14:38:02.819,eb:33:2e:f9:57:b5, 2085-97-243 255:04:00:2031,-0.007,0.001,0.992,0,0,0,1.263,4.499,-75.58
 14:38:02.819,eb:33:2e:f9:57:b5, 2085-97-240 255:02:00:2029,-0.008,0.001,0.991,0,0,0,1.263,4.499,-75.586
 14:38:02.936,eb:33:2e:f9:57:b5, 2085-97-241 255:03:00:2030,-0.007,0.001,0.991,-0.122,0.061,-0.061,1.263,4.499,-75.586
 14:38:02.936,eb:33:2e:f9:57:b5, 2085-97-239 255:03:00:2031,-0.008,0.002,0.991,-0.183,0.061,-0.061,1.263,4.499,-75.586
 14:38:02.936,eb:33:2e:f9:57:b5, 2085-97-239 255:02:00:2032,-0.008,0.001,0.991,-0.183,0.061,-0.061,1.263,4.499,-75.586
 14:38:02.936,eb:33:2e:f9:57:b5, 2085-97-239 255:01:00:2032,-0.007,0,0.992,-0.183,0,-0.061,1.263,4.499,-75.591
 14:38:02.938,eb:33:2e:f9:57:b5, 2085-97-240 255:00:00:2036,-0.008,0,0.993,-0.183,-0.061,-0.061,1.263,4.499,-75.591
 14:38:02.938,eb:33:2e:f9:57:b5, 2085-97-241 255:255:255:2038,-0.006,0,0.995,-0.122,-0.122,0,1.263,4.499,-75.591
 14:38:02.938,eb:33:2e:f9:57:b5, 2085-97-241 255:01:00:2034,-0.007,0,0.994,-0.061,-0.061,0,1.263,4.499,-75.591
 14:38:02.938,eb:33:2e:f9:57:b5, 2085-97-241 255:01:00:2033,-0.008,0,0.993,-0.061,-0.122,0,1.263,4.499,-75.591
