Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-253 255:255:255:2052,-0.001,0,1.003,0.427,-1.526,0,-0.06,0.088,179.088
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-253 255:00:00:2052,-0.002,-0.001,1.001,0.366,-1.404,0.061,-0.055,0.071,179.088
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-248 255:00:00:2059,-0.002,0.001,1.005,0.183,-1.465,0.122,-0.055,0.055,179.088
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-255 255:02:00:2050,-0.001,0,1.003,0,-1.587,0.244,-0.055,0.038,179.088
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-255 255:00:00:2048,0,0.001,1.002,-0.183,-1.343,0.183,-0.055,0.027,179.094
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-255 255:253:255:2051,0,-0.001,1.001,-0.305,-1.16,0.183,-0.06,0.011,179.094
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-01 00:255:255:2051,0,0,1.002,-0.366,-1.038,0.244,-0.06,0,179.094
 15:03:26.587,eb:33:2e:f9:57:b5, 2085-97-02 00:253:255:2048,0.001,0,1.001,-0.427,-0.671,0.366,-0.066,-0.005,179.099
 15:03:26.590,eb:33:2e:f9:57:b5, 2085-97-02 00:255:255:2043,0,-0.001,1,-0.427,-0.488,0.244,-0.071,-0.011,179.099
 15:03:26.590,eb:33:2e:f9:57:b5, 2085-97-252 255:253:255:2049,-0.004,0,0.998,-0.549,-0.244,0.122,-0.077,-0.016,179.105
 15:03:26.591,eb:33:2e:f9:57:b5, 2085-97-250 255:249:255:2047,-0.005,-0.002,1.001,-0.549,-0.549,0,-0.088,-0.022,179.105
 15:03:26.591,eb:33:2e:f9:57:b5, 2085-97-246 255:246:255:2054,0,-0.005,1.001,-0.427,-0.854,0,-0.093,-0.027,179.099
 15:03:26.616,eb:33:2e:f9:57:b5, 2085-97-07 00:254:255:2054,0.007,-0.002,1.001,-0.427,-1.099,-0.183,-0.099,-0.038,179.099
 15:03:26.616,eb:33:2e:f9:57:b5, 2085-97-238 255:248:255:2069,0,0,1.007,-0.305,-0.305,0.061,-0.104,-0.044,179.099
 15:03:26.616,eb:33:2e:f9:57:b5, 2085-97-11 00:00:00:2064,0.009,0.002,1.011,-0.488,-0.549,0.305,-0.104,-0.044,179.099
 15:03:26.616,eb:33:2e:f9:57:b5, 2085-97-20 00:06:00:2058,0.006,0.002,1.005,-0.793,0.549,0.671,-0.11,-0.049,179.099
 15:03:26.618,eb:33:2e:f9:57:b5, 2085-97-10 00:02:00:2063,-0.015,0.002,1.008,-1.099,1.831,1.038,-0.115,-0.038,179.105
 15:03:26.618,eb:33:2e:f9:57:b5, 2085-97-225 255:241:255:2064,-0.015,-0.008,1.008,-0.61,0.61,1.038,-0.176,0.082,179.165
 15:03:26.618,eb:33:2e:f9:57:b5, 2085-97-226 255:243:255:2067,-0.013,-0.006,1.009,-0.427,-0.732,0.732,-0.181,0.082,179.176
 15:03:26.618,eb:33:2e:f9:57:b5, 2085-97-235 255:244:255:2062,-0.007,-0.006,1.008,-0.366,-1.77,0.549,-0.187,0.066,179.182
 15:03:26.676,eb:33:2e:f9:57:b5, 2085-97-250 255:247:255:2052,-0.002,-0.005,1.006,-0.244,-2.441,0.366,-0.192,0.044,179.182
 15:03:26.676,eb:33:2e:f9:57:b5, 2085-97-250 255:247:255:2051,-0.001,-0.004,1.001,-0.244,-2.441,0.305,-0.198,0.022,179.187
 15:03:26.676,eb:33:2e:f9:57:b5, 2085-97-254 255:244:255:2048,0,-0.005,1.001,-0.244,-2.502,0.122,-0.198,-0.005,179.187
 15:03:26.676,eb:33:2e:f9:57:b5, 2085-97-01 00:251:255:2051,0,-0.004,1,-0.183,-2.441,0,-0.203,-0.033,179.187
 15:03:26.707,eb:33:2e:f9:57:b5, 2085-97-00 00:246:255:2050,0,-0.003,1.002,-0.183,-2.319,-0.061,-0.203,-0.055,179.187
 15:03:26.707,eb:33:2e:f9:57:b5, 2085-97-02 00:246:255:2044,0.002,-0.006,1,-0.122,-2.258,-0.061,-0.209,-0.077,179.182
 15:03:26.707,eb:33:2e:f9:57:b5, 2085-97-07 00:248:255:2042,0.006,-0.004,0.998,-0.061,-2.075,-0.183,-0.209,-0.099,179.182
 15:03:26.707,eb:33:2e:f9:57:b5, 2085-97-15 00:248:255:2042,0.005,-0.002,0.996,-0.061,-1.648,-0.244,-0.214,-0.115,179.176
 15:03:26.736,eb:33:2e:f9:57:b5, 2085-97-10 00:248:255:2049,0.003,-0.004,1,-0.061,-0.977,-0.183,-0.214,-0.126,179.176
 15:03:26.736,eb:33:2e:f9:57:b5, 2085-97-08 00:246:255:2050,0.004,-0.004,1.001,0,-0.488,-0.122,-0.214,-0.132,179.171
 15:03:26.736,eb:33:2e:f9:57:b5, 2085-97-05 00:247:255:2050,0.002,-0.004,1.001,0,0,0,-0.214,-0.137,179.171
 15:03:26.736,eb:33:2e:f9:57:b5, 2085-97-03 00:247:255:2053,0.001,-0.005,1.002,0.061,0.244,0.122,-0.214,-0.132,179.171
 15:03:26.827,eb:33:2e:f9:57:b5, 2085-97-02 00:248:255:2052,0.001,-0.004,1.002,0.061,0.366,0.244,-0.214,-0.132,179.171
 15:03:26.827,eb:33:2e:f9:57:b5, 2085-97-02 00:250:255:2053,-0.001,-0.004,1.001,0.061,0.366,0.244,-0.214,-0.126,179.176
 15:03:26.827,eb:33:2e:f9:57:b5, 2085-97-03 00:249:255:2055,0.002,-0.003,1.005,-0.061,0.366,0.305,-0.214,-0.121,179.176
 15:03:26.827,eb:33:2e:f9:57:b5, 2085-97-00 00:248:255:2056,-0.001,-0.004,1.003,-0.061,0.549,0.366,-0.22,-0.115,179.182
 15:03:26.857,eb:33:2e:f9:57:b5, 2085-97-255 255:249:255:2058,0,-0.003,1.005,-0.061,0.488,0.549,-0.22,-0.115,179.187
 15:03:26.857,eb:33:2e:f9:57:b5, 2085-97-255 255:248:255:2057,0,-0.004,1.004,-0.061,0.488,0.488,-0.22,-0.11,179.187
 15:03:26.857,eb:33:2e:f9:57:b5, 2085-97-255 255:247:255:2059,0,-0.005,1.005,-0.122,0.488,0.549,-0.225,-0.104,179.193
 15:03:26.857,eb:33:2e:f9:57:b5, 2085-97-255 255:248:255:2057,0,-0.004,1.005,-0.122,0.488,0.549,-0.225,-0.099,179.198
