Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 15:10:17.517,eb:33:2e:f9:57:b5, 2085-97-233 248:72:11:1461,-0.861,1.335,0.467,81.299,77.209,-108.887,-55.421,-14.068,-9.932
 15:10:17.517,eb:33:2e:f9:57:b5, 2085-97-55 250:194:09:1794,-0.582,1.335,0.911,145.569,40.894,-94.116,-53.926,-14.535,-11.014
 15:10:17.517,eb:33:2e:f9:57:b5, 2085-97-20 252:74:08:969,-0.422,1.122,0.686,153.992,33.691,-100.952,-52.169,-15.117,-11.893
 15:10:17.517,eb:33:2e:f9:57:b5, 2085-97-56 253:155:07:429,-0.269,0.973,0.308,152.344,60.181,-107.361,-50.361,-15.639,-12.958
 15:10:17.546,eb:33:2e:f9:57:b5, 2085-97-113 254:225:07:435,-0.128,0.958,0.184,158.691,91.064,-104.614,-48.433,-15.941,-14.293
 15:10:17.546,eb:33:2e:f9:57:b5, 2085-97-102 255:124:08:688,-0.026,1.02,0.269,178.711,106.14,-87.708,-46.351,-15.969,-15.754
 15:10:17.546,eb:33:2e:f9:57:b5, 2085-97-47 00:238:08:962,0.067,1.095,0.405,207.275,101.685,-57.556,-44.039,-15.738,-17.062
 15:10:17.546,eb:33:2e:f9:57:b5, 2085-97-210 00:170:08:1133,0.124,1.113,0.524,231.262,91.614,-22.583,-41.572,-15.293,-18.034
 15:10:17.577,eb:33:2e:f9:57:b5, 2085-97-20 01:195:07:1132,0.141,1.032,0.56,243.042,90.393,8.911,-39.001,-14.639,-18.677
 15:10:17.577,eb:33:2e:f9:57:b5, 2085-97-17 01:149:06:1102,0.113,0.889,0.53,245.483,106.262,36.743,-36.453,-13.722,-19.094
 15:10:17.577,eb:33:2e:f9:57:b5, 2085-97-128 00:129:05:1437,0.058,0.756,0.588,245.239,130.737,57.495,-33.915,-12.458,-19.396
 15:10:17.577,eb:33:2e:f9:57:b5, 2085-97-50 00:175:04:1835,0.008,0.628,0.8,246.704,147.888,73.547,-31.415,-10.915,-19.605
 15:10:17.637,eb:33:2e:f9:57:b5, 2085-97-247 255:247:03:2123,-0.012,0.542,0.961,253.174,152.649,87.158,-28.889,-9.196,-19.666
 15:10:17.637,eb:33:2e:f9:57:b5, 2085-97-223 255:70:03:2431,-0.026,0.452,1.119,262.024,151.794,97.595,-26.329,-7.41,-19.55
 15:10:17.637,eb:33:2e:f9:57:b5, 2085-97-172 255:184:02:2721,-0.052,0.369,1.251,269.836,151.55,103.027,-23.676,-5.603,-19.276
 15:10:17.637,eb:33:2e:f9:57:b5, 2085-97-112 255:69:02:3080,-0.096,0.307,1.411,277.588,149.292,105.652,-20.967,-3.812,-18.885
 15:10:17.697,eb:33:2e:f9:57:b5, 2085-97-12 255:241:01:3435,-0.143,0.263,1.601,286.194,139.404,106.689,-18.149,-2.087,-18.364
 15:10:17.697,eb:33:2e:f9:57:b5, 2085-97-148 254:103:01:3607,-0.213,0.214,1.727,294.861,122.253,106.689,-15.26,-0.538,-17.732
 15:10:17.697,eb:33:2e:f9:57:b5, 2085-97-32 254:184:00:3690,-0.26,0.132,1.786,301.208,107.605,103.577,-12.25,0.813,-16.974
 15:10:17.697,eb:33:2e:f9:57:b5, 2085-97-197 253:106:00:3810,-0.295,0.064,1.827,303.223,102.844,95.886,-9.207,2.016,-16.21
 15:10:17.697,eb:33:2e:f9:57:b5, 2085-97-120 253:92:00:4056,-0.327,0.045,1.909,303.101,101.501,88.989,-6.114,3.159,-15.436
