Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 15:05:32.892,eb:33:2e:f9:57:b5, 2085-97-00 00:84:00:2016,-0.004,0.038,0.979,-2.747,-9.521,7.08,1.318,3.159,-72.12
 15:05:32.892,eb:33:2e:f9:57:b5, 2085-97-235 255:73:00:2042,-0.016,0.042,0.99,-4.456,-6.714,6.47,1.28,3.071,-72.054
 15:05:32.892,eb:33:2e:f9:57:b5, 2085-97-202 255:59:00:2071,-0.036,0.033,1.003,-6.104,-5.127,6.348,1.23,3.01,-72.015
 15:05:32.892,eb:33:2e:f9:57:b5, 2085-97-181 255:66:00:2087,-0.031,0.031,1.019,-7.629,-5.92,6.287,1.159,2.95,-71.955
 15:05:32.922,eb:33:2e:f9:57:b5, 2085-97-194 255:51:00:2074,-0.031,0.033,1.014,-9.277,-6.897,5.798,1.077,2.878,-71.917
 15:05:32.922,eb:33:2e:f9:57:b5, 2085-97-188 255:34:00:2081,-0.041,0.018,1.016,-10.071,-7.69,5.249,0.972,2.802,-71.867
 15:05:32.922,eb:33:2e:f9:57:b5, 2085-97-166 255:22:00:2084,-0.037,0.019,1.017,-10.803,-9.216,4.639,0.873,2.714,-71.84
 15:05:32.922,eb:33:2e:f9:57:b5, 2085-97-183 255:21:00:2103,-0.036,0.003,1.019,-11.475,-10.925,4.211,0.758,2.609,-71.801
 15:05:32.953,eb:33:2e:f9:57:b5, 2085-97-176 255:23:00:2126,-0.056,0.013,1.033,-12.756,-12.085,3.967,0.637,2.488,-71.785
 15:05:32.953,eb:33:2e:f9:57:b5, 2085-97-173 255:78:00:2219,-0.111,0.01,1.052,-14.771,-14.099,3.662,0.494,2.351,-71.752
 15:05:32.953,eb:33:2e:f9:57:b5, 2085-97-118 255:17:00:2190,-0.004,0.004,1.1,-17.822,-18.616,2.686,0.33,2.192,-71.741
 15:05:32.953,eb:33:2e:f9:57:b5, 2085-97-89 00:88:00:2086,0.036,0.028,1.033,-20.691,-17.883,2.319,0.132,1.989,-71.719
 15:05:33.014,eb:33:2e:f9:57:b5, 2085-97-35 00:81:00:2141,-0.01,0.032,1.024,-23.743,-9.399,4.089,-0.082,1.862,-71.708
 15:05:33.014,eb:33:2e:f9:57:b5, 2085-97-34 00:78:00:2169,0.05,0.034,1.068,-28.137,-3.54,4.578,-0.352,1.796,-71.664
 15:05:33.014,eb:33:2e:f9:57:b5, 2085-97-123 00:97:00:2157,0.025,0.055,1.048,-33.447,5.127,5.127,-0.659,1.802,-71.642
 15:05:33.014,eb:33:2e:f9:57:b5, 2085-97-10 00:99:00:2297,-0.01,0.04,1.093,-40.222,16.479,6.165,-1.027,1.912,-71.587
 15:05:33.073,eb:33:2e:f9:57:b5, 2085-97-187 255:168:00:2573,-0.077,0.05,1.157,-46.753,23.01,8.24,-1.467,2.115,-71.543
 15:05:33.073,eb:33:2e:f9:57:b5, 2085-97-67 255:123:00:2593,-0.068,0.05,1.212,-54.688,25.085,12.39,-1.978,2.351,-71.444
 15:05:33.073,eb:33:2e:f9:57:b5, 2085-97-220 255:119:00:2760,-0.045,0.052,1.352,-66.04,23.01,16.357,-2.571,2.598,-71.329
 15:05:33.073,eb:33:2e:f9:57:b5, 2085-97-122 255:131:00:3005,-0.069,0.059,1.46,-83.557,19.165,17.883,-3.323,2.823,-71.164
 15:05:33.102,eb:33:2e:f9:57:b5, 2085-97-92 255:57:00:3019,-0.08,-0.012,1.51,-103.638,11.292,14.771,-4.257,2.972,-71.032
 15:05:33.102,eb:33:2e:f9:57:b5, 2085-97-140 255:175:00:3272,-0.036,0.111,1.535,-120.972,7.019,14.038,-5.389,3.076,-70.9
 15:05:33.102,eb:33:2e:f9:57:b5, 2085-97-150 255:66:01:3367,-0.044,0.077,1.593,-138.367,0.549,11.414,-6.691,3.109,-70.807
 15:05:33.102,eb:33:2e:f9:57:b5, 2085-97-166 255:49:01:3303,-0.038,0.145,1.664,-154.48,-4.883,14.343,-8.163,3.087,-70.675
 15:05:33.133,eb:33:2e:f9:57:b5, 2085-97-158 255:145:01:3520,-0.043,0.155,1.638,-174.316,-5.005,10.254,-9.8,3.038,-70.565
 15:05:33.133,eb:33:2e:f9:57:b5, 2085-97-75 255:211:01:3633,-0.159,0.225,1.78,-196.838,-7.08,8.85,-11.662,2.999,-70.466
 15:05:33.133,eb:33:2e:f9:57:b5, 2085-97-79 254:221:01:3568,-0.276,0.224,1.774,-220.825,-13.794,6.531,-13.76,2.9,-70.378
 15:05:33.133,eb:33:2e:f9:57:b5, 2085-97-11 253:21:02:3878,-0.445,0.198,1.808,-247.864,-14.648,-2.625,-16.111,2.774,-70.318
 15:05:33.133,eb:33:2e:f9:57:b5, 2085-113-81 00:134:152:3930,-0.516,0.307,2.003,-281.25,-22.827,-14.526,-18.77,2.565,-70.345
 15:05:33.191,eb:33:2e:f9:57:b5, 2085-97-48 251:119:03:4534,-0.71,0.272,2.115,-300.781,-29.663,-24.17,-20.237,2.406,-70.4
 15:05:33.191,eb:33:2e:f9:57:b5, 2085-97-110 249:165:03:4962,-0.917,0.465,2.312,-342.834,-50.842,-40.405,-23.478,1.901,-70.554
 15:05:33.191,eb:33:2e:f9:57:b5, 2085-97-229 247:59:03:5434,-1.159,0.413,2.584,-387.817,-89.6,-57.678,-27.158,1.049,-70.697
 15:05:33.192,eb:33:2e:f9:57:b5, 2085-97-195 246:26:01:5692,-1.145,0.362,2.725,-425.537,-138.062,-73.059,-31.256,-0.28,-70.703
 15:05:33.222,eb:33:2e:f9:57:b5, 2085-97-200 248:238:254:5418,-0.91,-0.034,2.877,-447.327,-183.411,-98.877,-35.651,-2.115,-70.521
 15:05:33.222,eb:33:2e:f9:57:b5, 2085-97-100 248:151:253:5587,-0.842,-0.419,2.602,-446.533,-201.904,-130.066,-40.155,-4.362,-70.203
 15:05:33.222,eb:33:2e:f9:57:b5, 2085-97-180 249:165:02:5210,-0.614,0.089,2.674,-435.12,-241.516,-155.457,-44.588,-7.004,-69.78
 15:05:33.222,eb:33:2e:f9:57:b5, 2085-97-113 251:214:04:4323,-0.806,0.522,2.27,-435.425,-248.535,-152.527,-49.037,-9.871,-69.016
 15:05:33.252,eb:33:2e:f9:57:b5, 2085-97-48 247:164:05:3935,-1.215,0.646,2.145,-450.073,-180.115,-149.902,-53.608,-12.393,-68.264
 15:05:33.252,eb:33:2e:f9:57:b5, 2085-97-30 243:21:16:-2842,-1.78,0.829,0.578,-430.847,-93.567,-174.988,-58.134,-14.507,-68.055
 15:05:33.252,eb:33:2e:f9:57:b5, 2085-97-02 245:34:05:-1516,-1.129,1.134,-2.02,-240.356,71.472,-179.199,-61.26,-16.046,-68.934
 15:05:33.252,eb:33:2e:f9:57:b5, 2085-97-249 246:28:13:2065,-1.276,1.025,0.513,5.554,116.577,-177.795,-61.716,-17.128,-70.812
 15:05:33.284,eb:33:2e:f9:57:b5, 2085-97-78 246:60:15:3048,-0.992,1.923,1.264,146.729,69.519,-152.71,-60.276,-18.111,-72.543
 15:05:33.284,eb:33:2e:f9:57:b5, 2085-97-46 249:232:12:2622,-0.767,1.794,1.512,178.772,22.4,-143.188,-58.178,-19.155,-73.68
 15:05:33.284,eb:33:2e:f9:57:b5, 2085-97-03 250:74:10:985,-0.67,1.429,0.871,164.246,31.982,-146.179,-56.118,-20.242,-74.724
 15:05:33.284,eb:33:2e:f9:57:b5, 2085-97-103 251:11:09:226,-0.482,1.195,0.212,165.161,76.721,-142.944,-53.992,-21.116,-76.091
 15:05:33.344,eb:33:2e:f9:57:b5, 2085-97-179 252:05:09:297,-0.356,1.107,0.103,185.669,132.568,-130.188,-51.586,-21.555,-77.904
 15:05:33.344,eb:33:2e:f9:57:b5, 2085-97-155 253:242:09:825,-0.275,1.178,0.245,225.891,168.457,-98.755,-48.746,-21.434,-79.975
 15:05:33.344,eb:33:2e:f9:57:b5, 2085-97-21 254:133:10:1595,-0.182,1.302,0.624,269.775,171.387,-52.246,-45.555,-20.803,-81.87
 15:05:33.344,eb:33:2e:f9:57:b5, 2085-97-04 255:147:09:1662,-0.084,1.274,0.825,297.974,153.748,-2.747,-42.193,-19.803,-83.26
 15:05:33.372,eb:33:2e:f9:57:b5, 2085-97-136 255:235:07:1487,-0.052,1.103,0.779,306.03,153.564,38.879,-38.864,-18.517,-84.122
 15:05:33.372,eb:33:2e:f9:57:b5, 2085-97-168 255:187:06:1390,-0.065,0.92,0.697,298.889,175.903,70.129,-35.645,-16.837,-84.694
 15:05:33.372,eb:33:2e:f9:57:b5, 2085-97-57 255:90:05:1608,-0.134,0.762,0.702,289.734,209.412,95.215,-32.602,-14.755,-85.089
 15:05:33.372,eb:33:2e:f9:57:b5, 2085-97-149 254:240:04:2039,-0.213,0.636,0.882,293.335,239.99,116.943,-29.619,-12.239,-85.358
 15:05:33.403,eb:33:2e:f9:57:b5, 2085-97-00 254:112:04:2715,-0.256,0.589,1.146,308.899,245.972,135.864,-26.592,-9.476,-85.375
 15:05:33.403,eb:33:2e:f9:57:b5, 2085-97-02 254:128:03:3168,-0.264,0.502,1.455,321.045,238.953,146.973,-23.445,-6.669,-85.111
 15:05:33.403,eb:33:2e:f9:57:b5, 2085-97-221 253:145:02:3580,-0.26,0.375,1.648,325.256,230.774,148.987,-20.253,-3.933,-84.595
 15:05:33.403,eb:33:2e:f9:57:b5, 2085-97-234 253:217:01:3899,-0.258,0.271,1.833,325.317,217.285,145.325,-17.001,-1.335,-83.919
 15:05:33.462,eb:33:2e:f9:57:b5, 2085-97-254 253:58:01:4085,-0.234,0.189,1.95,326.111,199.707,138.489,-13.744,1.038,-83.101
 15:05:33.462,eb:33:2e:f9:57:b5, 2085-97-71 254:236:00:4319,-0.222,0.129,2.045,328.918,184.631,130.92,-10.41,3.197,-82.189
 15:05:33.462,eb:33:2e:f9:57:b5, 2085-97-51 254:07:01:4745,-0.218,0.119,2.222,333.557,167.786,127.075,-7.026,5.136,-81.2
 15:05:33.462,eb:33:2e:f9:57:b5, 2085-97-68 254:76:01:4904,-0.225,0.147,2.365,339.661,143.555,129.761,-3.51,6.795,-80.057
 15:05:33.494,eb:33:2e:f9:57:b5, 2085-97-36 254:141:01:4987,-0.245,0.178,2.419,347.351,128.113,137.085,0.093,8.168,-78.777
 15:05:33.494,eb:33:2e:f9:57:b5, 2085-97-233 253:143:01:5271,-0.277,0.201,2.482,356.262,124.756,150.452,3.878,9.382,-77.272
 15:05:33.494,eb:33:2e:f9:57:b5, 2085-97-185 253:242:00:5625,-0.303,0.174,2.675,358.643,121.338,170.898,7.767,10.443,-75.542
 15:05:33.494,eb:33:2e:f9:57:b5, 2085-97-57 253:17:255:5784,-0.453,0.02,2.792,348.694,117.065,196.594,11.728,11.305,-73.477
 15:05:33.554,eb:33:2e:f9:57:b5, 2085-97-164 250:111:251:5895,-0.902,-0.307,2.831,330.994,107.788,220.947,15.606,11.904,-71.142
 15:05:33.554,eb:33:2e:f9:57:b5, 2085-97-123 247:20:245:5521,-1.183,-0.93,2.847,307.739,84.656,230.469,19.352,12.134,-68.61
 15:05:33.554,eb:33:2e:f9:57:b5, 2085-97-39 246:24:238:4470,-1.204,-1.851,2.448,278.076,82.397,206.543,22.775,12.096,-66.231
 15:05:33.554,eb:33:2e:f9:57:b5, 2085-97-24 247:216:233:3869,-0.938,-2.552,1.969,244.69,115.112,151.428,25.834,12.255,-64.155
