Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 14:55:47.444,eb:33:2e:f9:57:b5, 2085-97-216 13:107:241:2976,2.149,-2.267,1.949,-490.479,256.348,-265.076,71.906,24.527,-84.194
 14:55:47.444,eb:33:2e:f9:57:b5, 2085-97-157 19:35:247:723,2.792,-1.435,0.893,-599.426,343.628,-346.741,67.275,28.526,-82.123
 14:55:47.444,eb:33:2e:f9:57:b5, 2085-97-196 24:96:251:-301,3.254,-0.816,0.015,-667.358,300.659,-431.519,61.617,33.492,-80.651
 14:55:47.444,eb:33:2e:f9:57:b5, 2085-97-72 26:62:253:-479,3.114,-0.444,-0.209,-681.335,185.242,-492.371,54.443,38.727,-81.205
 14:55:47.475,eb:33:2e:f9:57:b5, 2085-97-13 25:122:252:-381,2.75,-0.352,-0.369,-613.647,10.681,-505.249,45.758,43.193,-84.49
 14:55:47.475,eb:33:2e:f9:57:b5, 2085-97-51 19:64:248:-581,1.924,-0.716,-0.339,-516.907,-165.833,-445.923,36.019,45.681,-90.357
 14:55:47.475,eb:33:2e:f9:57:b5, 2085-97-15 13:194:246:-028,1.61,-1.146,-0.292,-438.293,-340.515,-304.749,26.647,45.412,-96.839
 14:55:47.475,eb:33:2e:f9:57:b5, 2085-97-176 11:73:252:1504,1.068,-0.942,0.518,-378.357,-498.962,-123.291,19.138,42.215,-101.794
 14:55:47.475,eb:33:2e:f9:57:b5, 2085-97-255 06:114:08:2683,0.518,0.284,0.69,-312.195,-648.865,30.457,14.057,36.821,-104.299
 14:55:47.475,eb:33:2e:f9:57:b5, 2085-97-157 255:125:23:5525,-0.713,1.937,1.998,-230.103,-773.926,123.352,10.893,29.553,-105.172
 14:55:47.475,eb:33:2e:f9:57:b5, 2085-97-76 245:217:40:9054,-1.864,4.069,3.499,-174.194,-801.758,150.269,8.948,21.412,-105.112
 14:55:47.476,eb:33:2e:f9:57:b5, 2085-97-110 238:248:54:9747,-2.282,6.014,4.936,-145.813,-622.498,96.191,7.427,14.073,-104.897
 14:55:47.480,eb:33:2e:f9:57:b5, 2085-97-09 237:127:67:6880,-2.562,7.687,4.168,-149.536,-333.008,-9.155,5.949,9.421,-105.029
 14:55:47.480,eb:33:2e:f9:57:b5, 2085-97-225 233:173:77:3359,-3.109,9.23,2.355,-112.732,-156.921,-158.447,4.389,7.262,-106.122
 14:55:47.480,eb:33:2e:f9:57:b5, 2085-97-137 226:186:72:2975,-4.394,9.699,1.359,-0.488,-170.959,-263.062,3.576,5.856,-108.452
 14:55:47.480,eb:33:2e:f9:57:b5, 2085-97-32 216:173:57:3501,-5.23,8.181,1.629,120.3,-176.697,-266.418,3.994,4.208,-111.324
