Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°)
 14:54:45.552,eb:33:2e:f9:57:b5, 2085-97-246 00:168:246:2356,-0.105,-1.295,1.092,406.25,132.019,41.26,-22.956,-2.043,-136.456
 14:54:45.552,eb:33:2e:f9:57:b5, 2085-97-229 252:46:254:3513,-0.552,-0.672,1.55,446.655,70.312,28.687,-18.605,-1.093,-136.467
 14:54:45.552,eb:33:2e:f9:57:b5, 2085-97-17 252:117:04:3578,-0.347,0.173,1.707,390.625,63.416,24.17,-14.381,-0.379,-136.434
 14:54:45.552,eb:33:2e:f9:57:b5, 2085-97-00 254:172:04:3091,-0.176,0.625,1.69,294.189,47.974,13,-10.997,0.203,-136.368
 14:54:45.582,eb:33:2e:f9:57:b5, 2085-97-243 254:153:03:2639,-0.078,0.514,1.398,205.566,13.794,-15.808,-8.569,0.478,-136.456
 14:54:45.582,eb:33:2e:f9:57:b5, 2085-97-241 255:107:00:2336,0.062,0.286,1.197,161.194,-1.831,-36.011,-6.795,0.478,-136.747
 14:54:45.582,eb:33:2e:f9:57:b5, 2085-97-133 00:182:254:2220,0.061,-0.097,1.099,147.522,-7.507,-38.696,-5.279,0.401,-137.131
 14:54:45.582,eb:33:2e:f9:57:b5, 2085-97-153 00:37:00:2286,0.072,-0.068,1.075,139.16,-19.226,-38.33,-3.84,0.225,-137.499
 14:54:45.672,eb:33:2e:f9:57:b5, 2085-97-114 00:204:02:2118,0.062,0.193,1.092,112.366,-8.057,-37.048,-2.571,0.066,-137.867
 14:54:45.672,eb:33:2e:f9:57:b5, 2085-97-109 00:116:02:1991,-0.004,0.373,1,62.073,6.958,-30.09,-1.725,0.06,-138.192
 14:54:45.672,eb:33:2e:f9:57:b5, 2085-97-101 255:06:01:1850,-0.105,0.236,0.944,25.085,17.334,-19.775,-1.329,0.192,-138.433
 14:54:45.672,eb:33:2e:f9:57:b5, 2085-97-97 255:252:255:1925,-0.025,0.033,0.908,9.888,9.888,-11.597,-1.181,0.33,-138.593
 14:54:45.672,eb:33:2e:f9:57:b5, 2085-97-224 255:43:00:2025,-0.022,0.013,0.979,4.456,5.066,-6.531,-1.11,0.39,-138.675
 14:54:45.672,eb:33:2e:f9:57:b5, 2085-97-224 255:14:00:2031,0.005,0.017,0.983,1.404,5.188,-6.104,-1.088,0.445,-138.741
